symbol,sig_id,time,entry_price,obi_dir,tps,window,entropy,signal_duration_s,exit_reason,mfe_intra,t1s,t5s,t10s,t30s,t60s,t120s,t300s,t600s,t1200s,t1800s
ETHUSDT,10,07:58:48,2025.805,sell,13.1,300,0.7015,3.1,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0007,-0.0062,0.0368,0.061,-0.0264,0.0521,-0.1404,0.3255
BTCUSDT,5,07:59:28,74422.185,buy,11.8,300,0.6181,6.1,entropy_normalized,0.0,0.0,0.0,-0.0,-0.0054,-0.0652,-0.0137,0.0637,0.0223,0.116,-0.1786
BTCUSDT,6,08:00:23,74385.275,sell,16.8,300,0.7351,4.5,entropy_normalized,0.0111,-0.0,0.0156,0.0174,-0.0142,-0.0359,-0.0544,-0.1005,-0.044,-0.1784,0.0892
ETHUSDT,11,08:00:35,2023.175,sell,19.0,300,0.7015,0.5,entropy_normalized,-0.0002,-0.0062,-0.0447,-0.0694,-0.1293,-0.0917,-0.1307,-0.0991,-0.1129,-0.2469,0.1698
ETHUSDT,12,08:00:47,2024.575,buy,29.6,300,0.6422,4.3,entropy_normalized,0.0002,-0.0002,0.0077,0.0042,0.022,0.0403,0.103,0.0324,0.0694,0.1771,-0.2492
ETHUSDT,13,08:01:09,2025.785,sell,18.1,300,0.6873,4.1,entropy_normalized,0.0002,-0.0002,0.0027,0.0378,0.0368,0.0383,-0.017,0.0432,0.0126,-0.0353,0.3028
ETHUSDT,14,08:02:57,2026.885,sell,11.8,300,0.6181,2.0,entropy_normalized,0.0101,-0.0002,0.0234,0.0372,0.0269,0.0269,0.017,0.095,0.0407,0.2371,0.1946
ETHUSDT,15,08:05:33,2024.915,buy,25.5,300,0.7415,0.1,entropy_normalized,0.0017,0.0077,0.0151,0.0215,-0.0249,0.0002,0.0437,-0.0501,0.1509,-0.2161,-0.222
ETHUSDT,16,08:05:55,2024.115,sell,19.2,300,0.7285,4.0,entropy_normalized,0.0002,0.0002,-0.0002,-0.0146,-0.0032,-0.019,-0.0417,-0.106,-0.2329,0.1677,0.2097
BTCUSDT,7,08:08:50,74444.005,sell,18.6,300,0.7084,9.2,entropy_normalized,0.0,0.0,-0.0,0.0,0.0071,0.0144,-0.0357,0.0167,-0.1063,0.2242,0.2266
ETHUSDT,17,08:10:35,2025.455,buy,23.2,300,0.7219,9.0,entropy_normalized,0.016,0.0002,0.016,0.016,0.0042,0.0042,0.0042,0.1247,0.134,-0.2822,-0.178
ETHUSDT,18,08:14:57,2027.075,sell,14.1,300,0.4795,2.3,entropy_normalized,0.02,0.0012,0.0205,-0.0215,-0.0392,-0.0866,-0.1093,-0.0535,0.1995,0.2913,0.2129
BTCUSDT,8,08:15:01,74455.145,sell,10.1,300,0.5842,23.2,entropy_normalized,0.0,0.0,-0.0241,-0.0241,-0.0432,-0.0723,-0.0774,-0.0817,0.1688,0.2084,0.1041
BTCUSDT,9,08:15:44,74513.875,sell,23.1,300,0.6801,10.7,entropy_normalized,0.0,-0.0,0.0,0.0,0.0008,0.0097,-0.0451,0.015,0.312,0.2873,0.1175
ETHUSDT,19,08:15:49,2029.185,buy,16.1,300,0.7415,2.6,entropy_normalized,0.0002,-0.0002,-0.0175,-0.018,-0.0002,0.0052,0.0096,-0.051,-0.5078,-0.4201,-0.26
ETHUSDT,20,08:16:43,2029.185,buy,11.0,300,0.6653,8.4,entropy_normalized,0.0052,0.0047,0.0047,0.0047,0.0229,-0.0062,-0.0323,-0.187,-0.4674,-0.4265,-0.2112
BTCUSDT,10,08:16:47,74506.665,buy,15.4,300,0.6343,9.8,entropy_normalized,0.0082,0.0,0.0003,0.0082,0.0697,0.0683,0.0217,-0.1211,-0.3051,-0.3109,-0.0775
ETHUSDT,21,08:17:22,2030.115,sell,11.6,300,0.7351,2.5,entropy_normalized,0.0002,0.0002,-0.0012,0.0392,0.0165,0.0731,0.081,0.2254,0.5401,0.4667,0.2559
BTCUSDT,11,08:18:45,74522.795,buy,11.0,300,0.7415,2.4,entropy_normalized,0.0002,-0.0,0.0002,0.0049,0.0002,-0.0319,-0.027,-0.2449,-0.3392,-0.3321,-0.0613
BTCUSDT,12,08:21:05,74452.005,sell,28.1,300,0.4583,0.8,entropy_normalized,0.0,0.0,-0.0,0.0,0.0499,0.0291,0.1664,0.223,0.1853,0.1851,-0.0337
ETHUSDT,22,08:21:06,2026.505,buy,20.5,300,0.5482,35.1,entropy_normalized,0.0002,-0.0002,-0.0002,-0.016,-0.0624,-0.0303,-0.1962,-0.3343,-0.3412,-0.2297,-0.0748
ETHUSDT,23,08:22:44,2022.665,buy,65.5,300,0.5574,4.9,entropy_normalized,0.0002,0.0002,-0.0675,-0.0279,0.0195,0.0136,0.0062,-0.1644,-0.0057,-0.0986,-0.0917
BTCUSDT,13,08:23:04,74349.475,buy,17.9,300,0.4583,0.1,entropy_normalized,0.0,-0.0288,-0.0343,-0.027,-0.0025,-0.0363,-0.0665,-0.128,-0.0074,-0.058,-0.0121
BTCUSDT,14,08:23:39,74340.255,sell,14.6,300,0.5754,5.8,entropy_normalized,0.0,0.0,-0.0,0.0189,0.024,0.0045,0.0791,0.0945,0.0043,0.0192,-0.0306
ETHUSDT,24,08:25:05,2021.135,sell,32.2,300,0.6263,5.2,entropy_normalized,-0.0002,-0.0002,-0.02,-0.0319,0.0289,0.0438,0.0532,0.071,0.0077,-0.0532,-0.1393
BTCUSDT,15,08:25:47,74249.475,sell,157.0,300,0.5099,1.5,entropy_normalized,0.0038,0.0038,-0.0255,-0.0602,-0.0167,-0.0403,-0.0365,-0.0935,-0.0677,-0.2382,-0.2357
BTCUSDT,16,08:25:58,74286.005,sell,41.5,300,0.6727,5.9,entropy_normalized,0.0,-0.0,-0.0,0.0269,0.0,0.0089,0.0126,-0.0377,0.0079,-0.1889,-0.1864
ETHUSDT,25,08:25:58,2020.375,sell,33.5,300,0.7478,0.1,entropy_normalized,0.0002,0.0012,0.0062,0.0591,-0.0057,0.0186,-0.0007,0.0517,0.0245,-0.175,-0.1982
BTCUSDT,17,08:26:29,74292.005,buy,25.7,300,0.5574,2.5,entropy_normalized,0.0,0.0,-0.0081,-0.017,-0.017,-0.0624,-0.0242,0.0296,-0.0197,0.2225,0.199
BTCUSDT,18,08:27:12,74250.225,sell,18.3,300,0.7478,0.3,entropy_normalized,-0.0,-0.0,-0.0,-0.0044,-0.0151,-0.0055,-0.0314,-0.1612,-0.0379,-0.2741,-0.2662
ETHUSDT,26,08:27:46,2020.205,sell,14.8,300,0.6422,7.0,entropy_normalized,0.0002,0.0002,0.0002,-0.0087,0.0433,0.0532,-0.0101,-0.1161,-0.0314,-0.2151,-0.2819
BTCUSDT,19,08:28:27,74274.005,sell,15.1,300,0.7478,20.0,entropy_normalized,0.0054,-0.0,0.0047,-0.0,-0.0229,-0.0205,-0.0727,-0.1009,-0.0093,-0.2735,-0.2649
BTCUSDT,20,08:28:52,74277.105,buy,12.5,300,0.7351,3.8,entropy_normalized,0.0178,0.0,0.0188,0.0188,-0.0048,0.0306,0.0563,0.0723,0.0032,0.2693,0.2475
ETHUSDT,27,08:29:39,2020.385,buy,15.0,300,0.6944,4.7,entropy_normalized,0.0017,0.0002,0.0017,-0.0235,-0.0344,-0.0324,0.0007,0.0715,0.0785,0.2522,0.2448
BTCUSDT,21,08:30:09,74307.045,sell,14.5,300,0.6422,6.9,entropy_normalized,0.0,-0.0,-0.0,-0.0033,-0.0025,-0.0094,-0.087,0.0049,-0.0393,-0.2348,-0.205
ETHUSDT,28,08:32:09,2022.235,sell,24.9,300,0.6181,9.5,entropy_normalized,-0.0002,-0.0002,-0.0141,-0.0146,-0.0091,-0.0087,0.0047,0.0729,0.023,0.027,-0.155
BTCUSDT,22,08:33:03,74343.945,sell,13.1,300,0.7478,1.4,entropy_normalized,-0.0,-0.0,-0.0,-0.0123,0.0092,0.0256,0.0591,0.0836,0.0506,0.0046,-0.2683
ETHUSDT,29,08:35:11,2019.625,sell,22.6,300,0.5482,3.3,entropy_normalized,0.0309,0.0007,0.0305,0.0146,-0.0567,-0.0235,-0.0562,-0.1245,-0.1443,-0.2241,-0.277
BTCUSDT,23,08:35:17,74262.645,sell,24.7,300,0.6577,3.6,entropy_normalized,0.0,-0.0,-0.0,-0.0,-0.05,-0.0046,-0.0212,-0.0879,-0.185,-0.2275,-0.3974
BTCUSDT,24,08:35:23,74262.645,sell,12.3,300,0.7478,1.8,entropy_normalized,-0.0,-0.0,-0.0,-0.0158,-0.041,-0.0279,-0.0212,-0.0879,-0.1957,-0.2275,-0.3974
BTCUSDT,25,08:35:53,74287.665,sell,17.8,300,0.65,0.1,entropy_normalized,0.0,0.0,0.0103,0.0291,0.0057,0.0125,0.0079,-0.0442,-0.1866,-0.1842,-0.3923
BTCUSDT,26,08:36:26,74283.395,sell,24.1,300,0.7415,4.6,entropy_normalized,0.0112,0.0081,0.0112,0.0112,0.0067,0.0067,0.0022,-0.067,-0.2333,-0.2077,-0.3422
BTCUSDT,27,08:37:41,74283.455,sell,15.1,300,0.6801,8.7,entropy_normalized,0.0,-0.0,0.0,0.0,0.0023,0.0109,-0.0653,-0.0475,-0.2292,-0.2457,-0.2801
BTCUSDT,28,08:40:02,74325.715,buy,10.3,300,0.6873,10.1,entropy_normalized,0.0157,0.0,0.0142,0.0157,0.0029,-0.0155,0.01,0.0699,0.2183,0.1522,0.3018
BTCUSDT,29,08:41:21,74333.155,buy,22.1,300,0.6944,7.9,entropy_normalized,0.0,-0.0,0.0,-0.0,-0.0104,-0.0045,-0.0096,0.1662,0.1622,0.2534,0.2026
BTCUSDT,30,08:42:07,74342.715,buy,15.3,300,0.5197,7.5,entropy_normalized,0.0,-0.0,0.0,0.0,-0.0219,-0.049,0.009,0.1493,0.0206,0.2197,0.1452
BTCUSDT,31,08:42:47,74306.005,sell,20.3,300,0.7015,4.1,entropy_normalized,0.0,-0.0,0.0,-0.0,-0.0269,-0.0269,-0.081,-0.1988,-0.0144,-0.2799,-0.1864
ETHUSDT,30,08:42:47,2020.045,buy,15.1,300,0.5099,5.4,entropy_normalized,0.0131,0.0002,0.0126,0.0131,0.0517,0.0859,0.129,0.2235,0.0379,0.2557,0.0933
BTCUSDT,32,08:43:52,74326.005,buy,10.3,300,0.4583,8.7,entropy_normalized,0.0167,0.0006,0.0006,0.0315,0.0315,0.0996,0.135,0.2033,0.0677,0.3152,0.148
BTCUSDT,33,08:44:42,74366.165,buy,28.5,300,0.4583,0.1,entropy_normalized,0.0026,0.0025,-0.0,0.0455,0.0455,0.0763,0.1113,0.1658,0.0344,0.2439,0.1324
BTCUSDT,34,08:44:44,74366.165,sell,38.6,300,0.4898,4.0,entropy_normalized,0.0,0.0,-0.0455,-0.0455,-0.0455,-0.0809,-0.1113,-0.1638,-0.0374,-0.2439,-0.1325
BTCUSDT,35,08:45:32,74422.915,sell,21.9,300,0.4583,7.7,entropy_normalized,0.0,0.0,0.0,-0.0,-0.0046,-0.0462,-0.0507,-0.0728,-0.0271,-0.1999,-0.031
ETHUSDT,31,08:45:33,2023.905,sell,21.6,300,0.7478,0.4,entropy_normalized,0.0002,0.0002,0.0002,0.0002,0.0002,-0.0561,-0.0556,-0.062,-0.0393,-0.1035,0.0571
BTCUSDT,36,08:51:30,74414.625,sell,58.9,300,0.5099,7.5,entropy_normalized,0.0197,0.0196,0.0196,0.0386,0.0309,0.0492,0.0694,-0.0339,-0.1636,-0.0929,-0.1803
BTCUSDT,37,08:51:43,74385.905,buy,28.5,300,0.4583,6.5,entropy_normalized,0.0,0.0,-0.0,-0.0042,-0.0375,-0.0981,-0.0308,0.0749,0.1515,0.1086,0.2265
BTCUSDT,38,08:52:27,74380.305,sell,36.1,300,0.6801,2.9,entropy_normalized,0.0035,0.0031,0.0169,0.0219,0.0535,0.0461,-0.0078,-0.0909,-0.1752,-0.0863,-0.2367
ETHUSDT,32,08:52:42,2020.625,buy,26.2,300,0.5294,7.7,entropy_normalized,0.029,0.0057,0.0087,0.029,0.0418,0.0601,0.1101,0.2378,0.217,0.072,0.2893
BTCUSDT,39,08:53:35,74362.975,buy,14.3,300,0.7285,3.6,entropy_normalized,0.0,0.0,0.0,-0.0,0.0311,0.0387,0.1078,0.1449,0.265,0.1053,0.2394
ETHUSDT,33,08:54:54,2023.735,sell,15.5,300,0.5294,9.8,entropy_normalized,0.0007,-0.0002,0.0007,-0.0106,-0.0259,-0.0294,-0.0467,-0.0689,-0.0694,0.0798,-0.0077
BTCUSDT,40,08:54:58,74409.815,buy,20.8,300,0.469,1.1,entropy_normalized,0.0,0.0,0.0,0.0197,0.0292,0.0197,0.0428,0.0531,0.1952,0.0294,0.0836
BTCUSDT,41,08:55:36,74436.835,sell,14.5,300,0.7351,2.0,entropy_normalized,0.0,-0.0,-0.0,0.0166,0.0166,-0.0065,-0.0204,-0.058,-0.1912,-0.0174,0.0928
BTCUSDT,42,08:57:44,74470.755,buy,20.9,300,0.7015,8.8,entropy_normalized,0.0121,-0.0,0.0,0.0121,0.0108,-0.0132,-0.0288,0.0581,0.0279,0.0431,-0.0565
BTCUSDT,43,08:57:53,74479.735,buy,10.2,300,0.6014,9.9,entropy_normalized,0.0,-0.0,-0.0,0.0,-0.0121,-0.0252,-0.0409,0.0604,0.0159,0.031,-0.0685
ETHUSDT,34,08:57:51,2025.885,sell,15.4,300,0.6422,2.2,entropy_normalized,0.0002,-0.0002,-0.0032,-0.0017,0.02,0.0541,0.0304,0.0333,0.1424,0.0106,0.1735
ETHUSDT,35,09:00:01,2024.135,sell,23.7,300,0.6181,1.8,entropy_normalized,0.0002,-0.0002,-0.0383,-0.0161,-0.0037,-0.1089,-0.0753,-0.0497,-0.0571,-0.0669,-0.0329
BTCUSDT,44,09:00:02,74438.815,sell,16.2,300,0.6653,1.1,entropy_normalized,0.0,-0.0,-0.0318,-0.0267,-0.0091,-0.1229,-0.0903,-0.1562,-0.1494,-0.1091,-0.0696
ETHUSDT,36,09:00:44,2025.415,buy,16.6,300,0.65,7.8,entropy_normalized,0.0383,0.0002,0.0002,0.0141,0.0037,-0.0397,-0.02,0.0373,-0.0812,0.0175,0.0002
ETHUSDT,37,09:00:52,2025.695,sell,18.1,300,0.6263,15.3,entropy_normalized,0.0002,-0.0002,-0.0077,-0.0318,0.0096,0.0536,0.0239,-0.0239,0.095,-0.0042,0.0136
BTCUSDT,45,09:01:09,74493.335,sell,60.7,300,0.6263,1.5,entropy_normalized,0.0,0.0,-0.0331,-0.0378,-0.0071,-0.0171,-0.0673,-0.1014,0.0237,-0.0607,0.0162
ETHUSDT,38,09:01:42,2024.605,sell,30.6,300,0.6873,10.4,entropy_normalized,-0.0002,-0.0002,-0.0002,-0.0002,-0.0368,-0.02,-0.0852,-0.0032,0.1015,-0.1109,0.0007
BTCUSDT,46,09:02:22,74512.575,sell,10.1,300,0.5929,10.2,entropy_normalized,0.0026,0.0026,0.0026,0.0026,-0.0163,-0.0414,-0.0556,0.0169,0.0811,-0.0588,0.0288
BTCUSDT,47,09:02:34,74518.065,buy,11.2,300,0.6098,0.6,entropy_normalized,0.0,-0.0055,-0.0054,-0.0054,0.0341,0.0563,0.0482,-0.0335,-0.0987,0.0348,-0.0362
BTCUSDT,48,09:03:01,74543.435,sell,33.4,300,0.5389,10.0,entropy_normalized,0.0,0.0,0.0,-0.0,-0.0222,-0.0142,-0.0156,0.0524,0.1373,-0.0214,0.0189
BTCUSDT,49,09:03:25,74558.605,sell,18.0,300,0.6422,7.2,entropy_normalized,0.0,0.0,-0.0019,-0.0019,0.0026,0.0062,-0.0175,0.0625,0.1556,0.0147,0.0825
BTCUSDT,50,09:03:44,74560.255,sell,10.6,300,0.7219,0.9,entropy_normalized,0.0,0.0,-0.0,0.0048,0.0084,0.0171,-0.0265,0.0597,0.1667,0.0432,0.0511
BTCUSDT,51,09:05:24,74571.675,buy,16.2,300,0.7478,8.9,entropy_normalized,0.0,0.0,-0.0,0.0,0.01,-0.0457,-0.0865,-0.0317,-0.1953,-0.1697,-0.0348
BTCUSDT,52,09:05:56,74579.115,sell,19.1,300,0.6653,4.0,entropy_normalized,0.0045,-0.0,0.0072,0.0072,0.0557,0.0557,0.1302,0.1061,0.155,0.278,0.0224
BTCUSDT,53,09:06:13,74535.425,buy,85.4,300,0.5099,10.3,entropy_normalized,0.005,-0.0,0.005,0.005,0.0029,-0.0475,-0.0355,-0.0801,-0.0743,-0.1762,0.0118
BTCUSDT,54,09:07:12,74500.005,buy,25.4,300,0.4898,10.8,entropy_normalized,0.0,-0.0,-0.0,0.0,-0.0114,0.012,0.0388,-0.055,-0.004,-0.0885,0.0492
ETHUSDT,39,09:08:54,2025.635,buy,12.0,300,0.5665,0.9,entropy_normalized,-0.0002,-0.0116,-0.0244,-0.0249,-0.0249,-0.0565,-0.0921,-0.1977,0.1163,-0.1414,0.0358
BTCUSDT,55,09:10:04,74555.715,buy,19.6,300,0.6014,11.4,entropy_normalized,0.0,0.0,-0.0038,-0.005,-0.0403,-0.114,-0.1409,-0.1855,-0.0533,-0.0779,-0.0356
BTCUSDT,56,09:11:40,74439.995,sell,41.4,300,0.4583,1.1,entropy_normalized,0.0,-0.0,-0.0359,-0.0359,-0.0144,-0.006,0.0045,-0.0285,-0.1536,-0.0642,-0.11
BTCUSDT,57,09:14:58,74431.695,sell,42.0,300,0.6098,3.0,entropy_normalized,0.0,-0.0,0.0018,0.0192,-0.0136,-0.0428,-0.0804,-0.1205,-0.0542,-0.1616,-0.1909
ETHUSDT,40,09:15:05,2021.635,buy,12.1,300,0.7478,6.2,entropy_normalized,0.0052,-0.0002,0.0012,0.0082,0.0552,0.1155,0.1956,0.1843,0.1229,0.2688,0.2832
SOLUSDT,1,09:15:56,82.505,buy,289.5,300,0.4583,1.4,entropy_normalized,0.0061,0.0061,0.0182,0.0424,0.0424,0.0303,0.1273,0.1151,-0.1151,0.1636,0.1757
ETHUSDT,41,09:16:04,2023.965,sell,24.7,300,0.6653,10.7,entropy_normalized,0.0002,-0.0002,-0.0027,-0.0027,0.0002,-0.064,-0.1351,-0.1332,0.1233,-0.1668,-0.1885
BTCUSDT,58,09:16:08,74482.005,sell,26.8,300,0.5842,1.3,entropy_normalized,0.0027,0.0021,0.0027,-0.0128,0.0242,-0.0253,-0.081,-0.0759,0.1267,-0.0835,-0.104
ETHUSDT,42,09:16:26,2024.575,buy,557.3,300,0.6944,3.5,entropy_normalized,0.0002,0.0002,-0.0002,-0.0432,-0.0012,0.0566,0.1183,0.1045,-0.1282,0.1163,0.1583
BTCUSDT,59,09:16:56,74491.525,sell,12.8,300,0.7478,8.0,entropy_normalized,0.0,-0.0,-0.0,-0.0238,0.0074,-0.0152,-0.0865,-0.0844,0.1052,-0.0661,-0.1069
ETHUSDT,43,09:17:05,2025.595,buy,20.2,300,0.6343,10.4,entropy_normalized,0.0002,0.0002,-0.0121,-0.0126,0.0037,0.0546,0.1024,0.0639,-0.1286,0.0427,0.1098
SOLUSDT,2,09:17:25,82.615,buy,1567.1,300,0.7084,0.3,entropy_normalized,0.0061,-0.0182,-0.0303,-0.0303,-0.0061,0.0545,0.0545,-0.0303,-0.1876,0.0182,0.1029
ETHUSDT,44,09:17:59,2026.635,buy,39.7,300,0.7219,26.4,entropy_normalized,0.0333,0.0116,0.0032,0.017,0.0363,0.0595,-0.054,-0.0081,-0.1971,0.0353,0.0407
BTCUSDT,60,09:18:28,74558.665,buy,151.8,300,0.4999,5.4,entropy_normalized,0.0,-0.0036,-0.0036,-0.0143,0.0018,-0.0159,-0.0876,-0.026,-0.217,-0.0384,-0.011
ETHUSDT,45,09:18:35,2027.305,sell,11.3,300,0.5482,2.2,entropy_normalized,-0.0002,-0.0002,-0.0121,-0.0185,-0.018,0.0215,0.125,0.0535,0.236,0.0382,-0.0126
ETHUSDT,46,09:18:46,2027.985,buy,10.9,300,0.5574,9.8,entropy_normalized,0.0002,-0.0002,-0.0002,0.0002,-0.0293,-0.0939,-0.1087,-0.1132,-0.2567,-0.0801,-0.0481
ETHUSDT,47,09:19:31,2026.525,buy,29.7,300,0.6727,24.8,entropy_normalized,0.017,0.0002,0.0067,-0.0175,-0.0516,-0.0881,0.016,-0.0447,-0.1009,0.0244,0.0096
ETHUSDT,48,09:19:57,2025.755,sell,78.9,300,0.6014,9.2,entropy_normalized,0.0368,-0.0002,0.0131,0.0368,0.0486,-0.0447,-0.0708,0.0758,0.057,0.0136,-0.0595
ETHUSDT,49,09:20:11,2024.565,buy,13.8,300,0.5482,4.6,entropy_normalized,0.022,-0.0002,0.0215,0.0156,0.0363,0.105,0.1089,-0.0274,0.0165,0.0511,0.1203
BTCUSDT,61,09:20:12,74492.005,buy,19.2,300,0.5099,14.2,entropy_normalized,0.0018,0.0,0.0018,0.0018,0.0268,0.0627,0.0864,-0.0483,-0.0107,0.0564,0.0451
ETHUSDT,50,09:20:59,2026.655,buy,32.6,300,0.6343,6.8,entropy_normalized,0.0002,-0.0002,0.0002,0.0002,0.0096,0.015,-0.0042,-0.2736,-0.0856,-0.0575,0.0116
ETHUSDT,51,09:21:26,2026.685,buy,651.4,300,0.4999,0.0,entropy_normalized,0.0081,0.0081,0.0081,0.0081,0.0081,-0.016,-0.0333,-0.2322,-0.1379,-0.0407,-0.0392
ETHUSDT,52,09:22:03,2026.885,sell,16.2,300,0.7015,3.8,entropy_normalized,0.0037,-0.0002,0.0062,0.0057,0.0412,0.021,0.059,0.1922,0.1053,0.0402,0.1048
BTCUSDT,62,09:23:39,74528.015,sell,12.3,300,0.6801,18.3,entropy_normalized,0.0,-0.0,-0.0,-0.0,0.0131,0.0008,0.215,0.1537,0.0303,-0.0163,0.0597
ETHUSDT,53,09:24:45,2024.005,sell,29.1,300,0.6181,12.6,entropy_normalized,0.0072,0.0057,0.0057,0.0062,0.0413,0.145,0.0635,-0.0294,-0.1845,-0.1895,-0.1742
BTCUSDT,63,09:24:57,74471.995,sell,1313.2,300,0.4583,0.0,entropy_normalized,0.0,-0.0,0.0215,0.0215,0.0361,0.1346,0.079,-0.0069,-0.1074,-0.1366,-0.0845
ETHUSDT,54,09:25:13,2023.175,buy,23.9,300,0.6653,14.2,entropy_normalized,0.0002,0.0002,-0.0002,-0.0002,-0.108,-0.0502,-0.0156,0.0858,0.1925,0.2172,0.1055
BTCUSDT,64,09:25:14,74445.115,sell,10.4,300,0.4583,13.7,entropy_normalized,0.0525,-0.0,0.0,-0.0,0.0985,0.0551,0.0149,-0.0522,-0.1331,-0.1498,-0.0522
ETHUSDT,55,09:25:27,2021.775,sell,3732.5,300,0.6873,4.3,entropy_normalized,0.0532,0.0171,0.0527,0.0413,0.0344,-0.0101,-0.0547,-0.1625,-0.2619,-0.2807,-0.2025
ETHUSDT,56,09:25:36,2020.925,buy,34.0,300,0.5574,1.8,entropy_normalized,0.0161,0.0007,0.02,0.0077,0.0339,0.0888,0.0715,0.2358,0.3239,0.3011,0.2986
BTCUSDT,65,09:25:37,74367.745,sell,31.5,300,0.4583,1.7,entropy_normalized,0.0,-0.0,-0.0079,-0.0054,-0.0268,-0.0662,-0.082,-0.19,-0.252,-0.245,-0.2266
BTCUSDT,66,09:26:09,74387.645,sell,23.3,300,0.5929,1.6,entropy_normalized,0.0,-0.0,-0.0221,-0.0211,-0.0394,-0.0593,-0.0079,-0.1258,-0.2105,-0.2309,-0.1448
BTCUSDT,67,09:26:57,74441.755,sell,4248.1,300,0.6577,0.0,entropy_normalized,0.007,0.007,0.007,0.0134,0.0104,0.0176,0.038,-0.0618,-0.133,-0.1738,-0.049
BTCUSDT,68,09:28:10,74393.525,sell,18.1,300,0.6343,18.2,entropy_normalized,0.0,-0.0,-0.0045,-0.0045,-0.0268,-0.097,-0.1297,-0.1573,-0.1879,-0.1981,-0.1584
BTCUSDT,69,09:30:38,74509.035,buy,28.2,300,0.7152,4.8,entropy_normalized,0.0,0.0,-0.0144,-0.0144,-0.0373,-0.0241,-0.0033,0.0619,0.0417,0.015,0.0687
ETHUSDT,57,09:31:17,2023.885,sell,13.8,300,0.5294,12.1,entropy_normalized,-0.0002,-0.0002,-0.0002,-0.0002,-0.0368,-0.0516,-0.0689,-0.1505,-0.0981,-0.0991,-0.1929
ETHUSDT,58,09:32:42,2026.005,buy,14.2,300,0.6873,4.6,entropy_normalized,0.0002,0.0002,-0.018,-0.018,-0.0239,0.0047,0.0861,0.0664,0.0363,-0.0274,0.1409
ETHUSDT,59,09:33:00,2026.175,buy,1088.9,300,0.7478,0.0,entropy_normalized,-0.0002,-0.0017,-0.0141,-0.0259,-0.0442,-0.0151,0.0777,0.058,0.0284,-0.0358,0.1458
ETHUSDT,60,09:33:00,2026.145,sell,999.9,300,0.7478,0.3,entropy_normalized,0.0002,0.0002,0.0126,0.0244,0.0427,0.0136,-0.0792,-0.0595,-0.0299,0.0343,-0.1473
