symbol,sig_id,time,entry_price,obi_dir,tps,window,entropy,signal_duration_s,exit_reason,mfe_intra,t1s,t5s,t10s,t30s,t60s,t120s,t300s,t600s,t1200s,t1800s
ETHUSDT,8,07:58:48,2025.805,sell,13.1,300,0.7015,2.8,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0007,-0.0062,0.0368,0.0615,-0.0264,0.0516,-0.1409,0.3246
BTCUSDT,5,07:59:30,74422.185,buy,11.8,300,0.6181,4.9,entropy_normalized,0.0,0.0,0.0,-0.0,-0.0054,-0.0652,-0.0137,0.0637,0.0223,0.1135,-0.1786
ETHUSDT,9,08:02:58,2026.885,sell,11.8,300,0.6181,1.7,entropy_normalized,0.0101,0.0002,0.0234,0.0372,0.0269,0.0269,0.017,0.095,0.0407,0.2371,0.1946
ETHUSDT,10,08:05:59,2024.115,buy,19.1,300,0.7285,0.8,entropy_normalized,-0.0002,-0.0002,0.0146,0.0398,0.0398,-0.0072,0.0422,0.103,0.2324,-0.186,-0.2097
BTCUSDT,6,08:08:51,74444.005,sell,16.9,300,0.7084,8.4,entropy_normalized,0.0,-0.0,0.0,-0.0,0.0071,0.0144,-0.0357,0.0167,-0.1108,0.2242,0.2266
ETHUSDT,11,08:10:36,2025.455,buy,23.2,300,0.7219,8.7,entropy_normalized,0.016,0.0002,0.016,0.016,0.0042,0.0042,0.0042,0.1286,0.134,-0.2822,-0.1775
BTCUSDT,7,08:15:16,74487.315,buy,15.2,300,0.4898,8.3,entropy_normalized,0.0,0.0,-0.0,0.0,0.0357,0.0348,0.1016,0.0412,-0.2608,-0.3016,-0.1119
BTCUSDT,8,08:15:45,74513.875,sell,24.4,300,0.6801,10.4,entropy_normalized,0.0,-0.0,0.0,0.0,0.0008,0.0097,-0.0451,0.015,0.3187,0.2873,0.1175
ETHUSDT,12,08:15:49,2029.185,buy,16.1,300,0.7415,2.3,entropy_normalized,0.0002,-0.0002,-0.0175,-0.0185,-0.0002,0.0052,0.0091,-0.051,-0.5078,-0.4201,-0.26
ETHUSDT,13,08:16:43,2029.185,buy,11.0,300,0.6653,8.1,entropy_normalized,0.0052,0.0047,0.0052,0.0047,0.0229,-0.0057,-0.0328,-0.187,-0.4674,-0.4265,-0.2112
BTCUSDT,9,08:16:47,74506.665,buy,15.4,300,0.6422,9.5,entropy_normalized,0.0082,0.0,0.0016,0.0082,0.0697,0.0683,0.0217,-0.1211,-0.3051,-0.3109,-0.0775
ETHUSDT,14,08:17:23,2030.115,sell,10.6,300,0.7351,1.6,entropy_normalized,0.0002,0.0002,-0.0017,0.0387,0.017,0.0731,0.081,0.2254,0.5401,0.4667,0.249
BTCUSDT,10,08:21:05,74452.005,sell,27.9,300,0.4583,0.7,entropy_normalized,0.0,0.0,-0.0,0.0,0.0498,0.0291,0.1664,0.223,0.1853,0.1851,-0.0337
ETHUSDT,15,08:21:07,2026.505,sell,22.0,300,0.5574,34.1,entropy_normalized,0.0743,-0.0002,0.0002,0.016,0.0708,0.0323,0.1966,0.3615,0.3437,0.2297,0.0748
ETHUSDT,16,08:22:44,2022.665,buy,59.8,300,0.5754,4.6,entropy_normalized,0.0002,-0.0062,-0.0675,-0.0279,0.0195,0.0136,0.0057,-0.1644,-0.0057,-0.0986,-0.0917
BTCUSDT,11,08:23:40,74340.255,sell,14.6,300,0.5754,4.6,entropy_normalized,0.0,-0.0,0.0026,0.0189,0.024,0.0045,0.0791,0.0945,0.0043,0.0192,-0.0306
ETHUSDT,17,08:25:06,2021.135,sell,32.2,300,0.6263,4.9,entropy_normalized,-0.0002,-0.0002,-0.0314,-0.0324,0.0156,0.0438,0.0532,0.071,0.0082,-0.0527,-0.1393
BTCUSDT,12,08:26:00,74286.005,sell,36.4,300,0.7084,3.9,entropy_normalized,0.0,0.0,0.0,0.0269,-0.0081,0.0089,0.0126,-0.0377,0.0081,-0.1889,-0.1864
BTCUSDT,13,08:26:29,74292.005,buy,24.5,300,0.5482,2.2,entropy_normalized,0.0,0.0,-0.0081,-0.017,-0.017,-0.0624,-0.0242,0.0296,-0.0197,0.2225,0.199
ETHUSDT,18,08:27:46,2020.205,buy,16.0,300,0.6422,6.8,entropy_normalized,0.0092,-0.0002,-0.0002,0.0087,-0.0433,-0.0532,0.0106,0.1161,0.0314,0.2151,0.2819
BTCUSDT,14,08:28:28,74274.005,sell,15.1,300,0.7478,19.8,entropy_normalized,0.0054,-0.0,0.0047,-0.0,-0.0229,-0.0205,-0.0727,-0.1009,-0.0093,-0.2735,-0.2649
BTCUSDT,15,08:28:52,74277.105,buy,12.5,300,0.7351,3.5,entropy_normalized,0.0178,0.0108,0.0188,0.0188,-0.0048,0.0306,0.0563,0.0723,0.0032,0.2693,0.2475
ETHUSDT,19,08:29:39,2020.385,buy,15.0,300,0.6944,4.4,entropy_normalized,0.0017,-0.0002,0.0012,-0.0235,-0.0344,-0.0384,0.0007,0.0661,0.0789,0.2522,0.2448
BTCUSDT,16,08:30:10,74307.045,buy,13.6,300,0.65,5.2,entropy_normalized,0.0,0.0,0.0,0.0033,0.0025,0.0094,0.087,-0.0095,0.0393,0.2348,0.2041
ETHUSDT,20,08:32:09,2022.235,sell,24.9,300,0.6181,9.2,entropy_normalized,-0.0002,-0.0002,-0.0141,-0.0146,-0.0091,-0.0087,0.0047,0.0729,0.023,0.027,-0.155
BTCUSDT,17,08:33:03,74343.945,sell,13.1,300,0.7478,1.4,entropy_normalized,-0.0,-0.0,-0.0,-0.0123,0.0092,0.0256,0.0591,0.0836,0.0506,0.0046,-0.2683
BTCUSDT,18,08:35:23,74262.645,sell,11.9,300,0.7478,1.5,entropy_normalized,-0.0,-0.0,0.0,-0.028,-0.0337,-0.0279,-0.0212,-0.0879,-0.1957,-0.2275,-0.4161
BTCUSDT,19,08:37:41,74283.455,sell,15.1,300,0.6801,8.4,entropy_normalized,0.0,-0.0,0.0,0.0,0.0023,0.0109,-0.0653,-0.0474,-0.2292,-0.2457,-0.2801
BTCUSDT,20,08:40:02,74325.715,buy,10.3,300,0.6873,10.1,entropy_normalized,0.0157,0.0,0.0142,0.0157,0.0029,-0.0155,0.01,0.0699,0.2183,0.1522,0.3018
BTCUSDT,21,08:41:22,74333.155,buy,16.8,300,0.6944,6.7,entropy_normalized,0.0,0.0,0.0,-0.0,-0.0104,0.0071,-0.0096,0.1518,0.1622,0.2514,0.2026
BTCUSDT,22,08:42:07,74342.715,buy,14.4,300,0.5197,7.2,entropy_normalized,0.0,0.0,0.0,0.0,-0.0219,-0.049,0.009,0.1493,0.0206,0.2197,0.1452
ETHUSDT,21,08:42:45,2020.045,buy,15.1,300,0.5099,7.5,entropy_normalized,0.0131,0.0002,-0.0002,0.0131,0.0399,0.0859,0.129,0.223,0.0374,0.2557,0.0933
BTCUSDT,23,08:42:47,74306.005,sell,20.1,300,0.7015,5.9,entropy_normalized,0.0,-0.0,-0.0,-0.0,-0.0269,-0.0269,-0.1265,-0.1988,-0.0144,-0.2799,-0.1864
BTCUSDT,24,08:44:44,74366.165,sell,37.4,300,0.4795,3.4,entropy_normalized,0.0,0.0,-0.0455,-0.0455,-0.0455,-0.0809,-0.1113,-0.1638,-0.0439,-0.2439,-0.1325
BTCUSDT,25,08:45:33,74422.915,buy,23.8,300,0.4583,7.2,entropy_normalized,0.0,-0.0,0.0,0.0046,0.0046,0.0462,0.0507,0.0728,0.0272,0.1999,0.031
ETHUSDT,22,08:45:33,2023.905,sell,21.6,300,0.7478,0.1,entropy_normalized,0.0002,0.0002,-0.0002,-0.0002,0.0002,-0.0561,-0.0556,-0.062,-0.0393,-0.104,0.0571
BTCUSDT,26,08:51:43,74385.905,buy,28.5,300,0.4583,6.0,entropy_normalized,0.0,0.0,0.0,-0.0042,-0.0375,-0.0981,-0.0308,0.0749,0.1515,0.1086,0.2265
BTCUSDT,27,08:52:29,74378.005,sell,29.7,300,0.7219,1.7,entropy_normalized,0.0004,0.0,0.0138,0.0188,0.0504,0.043,-0.0132,-0.094,-0.1783,-0.0894,-0.2398
ETHUSDT,23,08:52:42,2020.625,buy,25.0,300,0.5294,7.4,entropy_normalized,0.029,0.0087,0.0092,0.029,0.0418,0.0601,0.1101,0.2378,0.217,0.072,0.3002
BTCUSDT,28,08:53:36,74362.975,buy,14.3,300,0.7285,3.3,entropy_normalized,0.0,0.0,0.0,-0.0,0.0311,0.0387,0.1078,0.1449,0.265,0.1053,0.2394
ETHUSDT,24,08:54:54,2023.735,sell,14.8,300,0.5294,10.0,entropy_normalized,0.0007,-0.0002,0.0007,-0.0106,-0.0259,-0.0289,-0.0472,-0.0694,-0.063,0.0803,-0.0141
BTCUSDT,29,08:55:37,74436.835,buy,13.6,300,0.7415,1.0,entropy_normalized,0.0,-0.0,-0.0038,-0.0166,-0.0166,0.0065,0.0204,0.0661,0.1912,0.0174,-0.0928
BTCUSDT,30,08:57:01,74447.895,buy,12.5,300,0.4583,13.4,entropy_normalized,0.0,0.0,0.0,0.0,0.0055,0.0428,0.0163,0.0781,0.1032,0.0586,-0.0152
BTCUSDT,31,08:57:44,74470.755,buy,20.9,300,0.7015,4.2,entropy_normalized,0.0,0.0,0.0,-0.0,0.0108,-0.0132,-0.0288,0.0581,0.0279,0.0431,-0.0565
ETHUSDT,25,08:57:50,2025.885,sell,15.4,300,0.6422,4.9,entropy_normalized,0.0002,0.0002,-0.0032,-0.0022,0.0205,0.0442,0.0368,0.0264,0.1424,-0.0146,0.1735
BTCUSDT,32,08:57:55,74479.735,buy,10.1,300,0.6014,10.2,entropy_normalized,0.0,0.0,0.0,0.0,-0.0121,-0.0252,-0.0409,0.0604,0.0159,0.0622,-0.0685
BTCUSDT,33,08:58:48,74460.955,sell,12.1,300,0.5294,21.3,entropy_normalized,0.0013,-0.0,0.0,0.0,0.0013,0.0156,-0.0513,-0.1334,-0.1116,-0.1276,0.0638
BTCUSDT,34,09:00:02,74438.815,sell,23.3,300,0.6727,0.8,entropy_normalized,-0.0,-0.0189,-0.0318,-0.0267,-0.0093,-0.1229,-0.0903,-0.1562,-0.1494,-0.1091,-0.0766
ETHUSDT,26,09:00:44,2025.415,buy,16.6,300,0.65,1.7,entropy_normalized,0.0383,0.0002,0.0239,0.0141,0.0037,-0.0397,-0.02,0.0373,-0.0812,0.0175,0.0002
ETHUSDT,27,09:00:56,2025.695,sell,21.3,300,0.6263,0.6,entropy_normalized,0.0002,-0.0072,-0.0151,-0.0457,0.0259,0.0338,0.0146,-0.0234,0.1039,-0.0471,0.0289
ETHUSDT,28,09:01:42,2024.605,sell,31.4,300,0.6873,6.4,entropy_normalized,-0.0002,-0.0002,-0.0037,-0.02,-0.0343,-0.02,-0.0832,-0.0032,0.101,-0.1109,-0.0012
BTCUSDT,35,09:02:17,74512.575,sell,12.0,300,0.5754,12.3,entropy_normalized,0.0026,-0.0,0.0026,0.0026,-0.0163,-0.0414,-0.0556,0.0169,0.0811,-0.0588,0.0289
BTCUSDT,36,09:03:03,74543.435,sell,35.0,300,0.6014,8.8,entropy_normalized,0.0,-0.0,-0.0,-0.0,-0.0222,-0.0142,-0.0156,0.0483,0.1475,-0.0214,0.0189
BTCUSDT,37,09:03:26,74558.605,sell,19.2,300,0.65,4.4,entropy_normalized,0.0,-0.0,-0.0019,-0.0019,0.0026,0.0062,-0.0175,0.0625,0.1539,0.0201,0.0713
BTCUSDT,38,09:03:32,74560.005,buy,11.0,300,0.5754,2.1,entropy_normalized,0.0,0.0,0.0003,0.0003,-0.008,-0.008,0.0157,-0.0644,-0.1592,-0.0278,-0.0732
BTCUSDT,39,09:03:44,74560.255,sell,10.6,300,0.7219,0.9,entropy_normalized,0.0,0.0,-0.0,-0.0,0.0084,0.0171,-0.0265,0.0597,0.1667,0.0432,0.0511
BTCUSDT,40,09:05:26,74571.675,buy,15.9,300,0.7285,4.9,entropy_normalized,0.0,0.0,0.0,0.01,0.01,-0.0436,-0.0865,-0.0264,-0.1903,-0.1838,-0.0247
BTCUSDT,41,09:07:13,74500.005,buy,24.3,300,0.4999,7.4,entropy_normalized,0.0,-0.0,0.0,0.0097,-0.0113,0.012,0.0388,-0.055,-0.004,-0.0885,0.0492
BTCUSDT,42,09:10:04,74555.715,buy,35.4,300,0.6014,11.1,entropy_normalized,0.0,0.0,-0.005,-0.005,-0.0403,-0.114,-0.1409,-0.1855,-0.0559,-0.0779,-0.0356
BTCUSDT,43,09:11:41,74439.995,sell,37.6,300,0.469,0.8,entropy_normalized,0.0,-0.0161,-0.0359,-0.0359,-0.0144,-0.006,0.0054,-0.0285,-0.1536,-0.0642,-0.11
ETHUSDT,29,09:15:05,2021.635,buy,15.6,300,0.7478,6.0,entropy_normalized,0.0052,-0.0002,0.0012,0.0082,0.0552,0.1155,0.1961,0.1838,0.1229,0.2688,0.2832
SOLUSDT,1,09:15:59,82.505,buy,306.5,300,0.4583,1.1,entropy_normalized,0.0182,0.0182,0.0424,0.0182,0.0545,0.0545,0.1636,0.1757,-0.1273,0.1636,0.2
ETHUSDT,30,09:16:04,2023.965,buy,32.8,300,0.6727,10.1,entropy_normalized,0.0032,0.0002,0.0022,0.0027,-0.0131,0.0803,0.1351,0.1332,-0.1233,0.1663,0.1885
BTCUSDT,44,09:16:08,74482.005,sell,32.4,300,0.5842,1.3,entropy_normalized,0.0027,0.0021,0.0027,-0.0128,0.0242,-0.0253,-0.081,-0.0759,0.1267,-0.0835,-0.104
ETHUSDT,31,09:16:28,2024.575,sell,1687.9,300,0.7015,3.8,entropy_normalized,0.0002,0.0002,0.02,0.0427,0.0012,-0.0299,-0.1351,-0.1045,0.1346,-0.1203,-0.1588
BTCUSDT,45,09:16:58,74491.525,sell,10.1,300,0.6801,2.4,entropy_normalized,-0.0,-0.0,-0.0,-0.0064,0.0047,-0.0463,-0.0919,-0.1067,0.0738,-0.0436,-0.093
ETHUSDT,32,09:17:05,2025.595,buy,22.1,300,0.6263,9.6,entropy_normalized,0.0002,0.0002,-0.0121,-0.0121,0.0037,0.0546,0.1024,0.0634,-0.1286,0.0427,0.1
BTCUSDT,46,09:18:28,74558.665,sell,19.9,300,0.5099,4.5,entropy_normalized,0.0116,0.0036,0.0143,0.0143,-0.0018,0.0159,0.0876,0.0202,0.2035,0.0366,0.011
ETHUSDT,33,09:18:46,2027.985,buy,10.9,300,0.5574,12.3,entropy_normalized,0.0002,-0.0002,0.0002,0.0002,-0.0293,-0.0939,-0.1092,-0.1132,-0.2567,-0.0801,-0.0481
ETHUSDT,34,09:20:11,2024.565,buy,13.8,300,0.5482,4.3,entropy_normalized,0.022,-0.0002,0.0215,0.0101,0.0363,0.105,0.1089,-0.0269,0.0165,0.0511,0.1203
BTCUSDT,47,09:20:12,74492.005,buy,18.9,300,0.5389,5.6,entropy_normalized,0.0018,0.0,0.0018,0.0018,0.0268,0.0629,0.0864,-0.0507,-0.0107,0.0564,0.0451
ETHUSDT,35,09:21:29,2026.685,buy,1107.3,300,0.4795,0.0,entropy_normalized,0.0081,0.0081,0.0081,0.0076,0.0249,-0.0155,-0.0333,-0.2386,-0.1201,-0.053,-0.0392
ETHUSDT,36,09:22:03,2026.885,sell,11.2,300,0.7015,1.2,entropy_normalized,-0.0002,-0.0002,0.0062,0.0057,0.0412,0.021,0.059,0.1922,0.1053,0.0422,0.1048
BTCUSDT,48,09:23:39,74528.015,sell,17.5,300,0.6801,10.2,entropy_normalized,0.0,-0.0,-0.0,-0.0,0.0131,0.0008,0.215,0.1537,0.0303,-0.0163,0.0597
BTCUSDT,49,09:24:51,74471.995,sell,51.2,300,0.4795,8.9,entropy_normalized,0.0,-0.0,-0.0,0.0199,0.0502,0.14,0.0723,-0.007,-0.1073,-0.1367,-0.0933
ETHUSDT,37,09:25:00,2024.025,buy,44.9,300,0.5099,0.0,entropy_normalized,0.0052,-0.0012,0.0047,-0.0002,-0.0615,-0.144,-0.0452,0.0284,0.1667,0.1885,0.1732
BTCUSDT,50,09:25:14,74445.115,sell,10.4,300,0.4583,15.7,entropy_normalized,0.0149,-0.0,0.0107,0.0141,0.0985,0.0551,0.0149,-0.0522,-0.1331,-0.1498,-0.0522
BTCUSDT,51,09:25:30,74421.045,buy,10.1,300,0.5754,0.0,entropy_normalized,0.0,-0.0283,-0.0716,-0.0637,-0.0716,-0.0373,0.0039,0.091,0.1777,0.1822,0.118
ETHUSDT,38,09:25:30,2021.775,sell,21.4,300,0.6944,2.0,entropy_normalized,0.0532,0.025,0.0507,0.022,0.0329,-0.0037,-0.0408,-0.1758,-0.2659,-0.2807,-0.2124
ETHUSDT,39,09:25:37,2020.925,buy,46.0,300,0.5574,1.5,entropy_normalized,0.0161,0.0012,0.0171,0.0077,0.0339,0.0888,0.0715,0.2437,0.3234,0.3011,0.2986
BTCUSDT,52,09:25:38,74367.745,buy,39.8,300,0.469,1.0,entropy_normalized,0.0071,0.0071,0.0,0.0054,0.0268,0.0662,0.0819,0.19,0.2521,0.245,0.2266
BTCUSDT,53,09:26:09,74387.645,sell,32.9,300,0.6014,1.3,entropy_normalized,-0.0,-0.0076,-0.0221,-0.0211,-0.0394,-0.0593,-0.0079,-0.1258,-0.2105,-0.2309,-0.143
BTCUSDT,54,09:27:00,74441.755,sell,20.8,300,0.6577,0.0,entropy_normalized,0.007,0.007,0.0104,0.0134,0.024,0.0176,0.0305,-0.0618,-0.1105,-0.1599,-0.0514
BTCUSDT,55,09:28:13,74396.875,buy,21.0,300,0.6263,5.5,entropy_normalized,0.0,0.0,0.0,0.0135,0.0223,0.0993,0.1171,0.1459,0.1789,0.1992,0.1684
BTCUSDT,56,09:30:38,74509.035,buy,31.2,300,0.7084,4.5,entropy_normalized,0.0,0.0,-0.0144,-0.0144,-0.0373,-0.0241,0.01,0.0619,0.0417,0.015,0.0687
ETHUSDT,40,09:32:42,2026.005,buy,17.1,300,0.6873,4.3,entropy_normalized,0.0002,0.0002,-0.0175,-0.0002,-0.0239,0.0042,0.0861,0.0664,0.0363,-0.0274,0.1409
ETHUSDT,41,09:33:02,2026.175,buy,2791.4,300,0.7478,0.0,entropy_normalized,-0.0002,-0.0037,-0.0146,-0.0323,-0.0378,-0.0165,0.0605,0.0471,0.0284,-0.0358,0.1458
ETHUSDT,42,09:33:02,2026.145,sell,1452.2,300,0.7478,0.0,entropy_normalized,0.0002,0.0022,0.0131,0.0308,0.0363,0.0151,-0.0619,-0.0486,-0.0299,0.0343,-0.1473
BTCUSDT,57,09:34:36,74535.755,buy,46.4,300,0.7478,0.8,entropy_normalized,0.0,0.0,0.0107,0.0217,0.0114,0.0358,0.023,0.0075,0.0488,-0.018,0.062
BTCUSDT,58,09:35:03,74548.245,sell,4031.7,300,0.6801,1.7,entropy_normalized,0.0054,-0.0,0.0054,0.0054,-0.0067,-0.0191,0.0325,0.0229,-0.0342,0.0091,-0.0211
BTCUSDT,59,09:37:03,74523.505,sell,656.2,300,0.6343,6.3,entropy_normalized,-0.0,-0.0046,-0.0046,-0.0176,-0.0405,-0.0288,-0.0283,-0.014,-0.05,0.0584,-0.0275
ETHUSDT,43,09:37:19,2027.355,sell,35.6,300,0.4583,14.5,entropy_normalized,0.0136,0.0002,0.0002,0.0002,0.0002,0.053,0.0165,0.0367,0.0027,0.0506,0.0086
BTCUSDT,60,09:39:09,74559.335,sell,24.6,300,0.7219,6.1,entropy_normalized,0.0,0.0,-0.0,0.0,0.0211,0.0371,0.0313,0.0037,0.0393,-0.0053,0.042
BTCUSDT,61,09:39:33,74559.335,sell,414.0,300,0.6098,0.0,entropy_normalized,0.0125,0.0241,0.0211,0.0335,0.0404,0.0292,0.0474,-0.0123,0.0393,-0.0053,0.0532
BTCUSDT,62,09:39:44,74531.175,sell,11.6,300,0.7219,2.4,entropy_normalized,-0.0,-0.0,0.0,0.0,-0.0038,-0.0119,0.0125,-0.0571,0.0015,-0.0515,0.0325
BTCUSDT,63,09:42:14,74546.005,buy,13.9,300,0.7152,57.9,entropy_normalized,0.02,-0.0,-0.0,0.0,0.01,0.0047,0.0158,0.018,-0.0903,0.0307,-0.0387
ETHUSDT,44,09:44:34,2027.805,buy,1399.8,300,0.6944,8.6,entropy_normalized,0.0057,0.0002,0.0057,0.0022,-0.0215,-0.0175,-0.0007,-0.0535,-0.054,0.0451,-0.0722
BTCUSDT,64,09:44:34,74568.535,buy,16.0,300,0.6343,13.1,entropy_normalized,0.007,0.0048,0.007,0.007,0.002,-0.016,-0.0122,-0.0516,-0.0762,0.018,-0.1265
BTCUSDT,65,09:45:04,74573.765,sell,1138.2,300,0.6653,0.0,entropy_normalized,0.005,0.005,0.005,0.023,0.023,0.026,0.0174,0.0721,0.0433,0.0131,0.1245
ETHUSDT,45,09:45:04,2027.835,sell,576.9,300,0.5574,0.0,entropy_normalized,0.0126,0.0234,0.0131,0.0155,0.019,0.0205,0.0017,0.0431,0.015,-0.0017,0.0579
BTCUSDT,66,09:47:35,74534.075,sell,1869.2,300,0.7478,6.2,entropy_normalized,0.0,-0.0,0.0,-0.0106,0.017,-0.022,0.0054,0.0743,0.0555,-0.016,0.2809
BTCUSDT,67,09:48:35,74550.485,buy,34.6,300,0.7478,3.5,entropy_normalized,0.0,0.0,-0.0167,-0.0264,-0.0274,-0.0274,-0.0406,-0.0931,-0.0186,-0.0245,-0.2914
BTCUSDT,68,09:51:10,74492.045,sell,71.2,300,0.5099,1.9,entropy_normalized,0.0,0.0,0.0,0.0027,0.0211,0.018,0.009,-0.0017,-0.104,-0.0428,0.2237
BTCUSDT,69,09:51:35,74476.355,buy,2273.8,300,0.5929,30.3,entropy_normalized,0.0,0.0,0.0,-0.0225,-0.0225,0.0031,0.0063,0.0103,0.1132,0.0344,-0.2088
ETHUSDT,46,09:51:50,2024.765,buy,11.8,300,0.5197,15.8,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0002,0.0447,0.0338,0.0694,0.0536,0.1879,0.1148,-0.1859
ETHUSDT,47,09:54:06,2026.855,buy,1469.1,300,0.6653,2.7,entropy_normalized,0.0081,0.0076,-0.0007,-0.0002,-0.0072,0.0333,0.0091,0.1068,0.1078,-0.0955,-0.0254
ETHUSDT,48,09:55:06,2025.315,sell,2580.7,300,0.5294,8.8,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0279,-0.0812,-0.0852,-0.0259,-0.1573,-0.1262,-0.0669,-0.0136
BTCUSDT,70,09:56:07,74506.005,sell,549.5,300,0.4583,0.8,entropy_normalized,0.0,0.0088,0.017,0.0227,0.0372,0.012,-0.0072,-0.0852,-0.0072,0.094,0.0941
ETHUSDT,49,09:56:37,2025.395,buy,1090.4,300,0.7285,0.0,entropy_normalized,0.0101,0.0225,0.0225,0.0225,0.022,0.0373,0.1118,0.1316,0.0615,0.0037,-0.1207
BTCUSDT,71,09:57:07,74497.095,buy,2740.7,300,0.5842,4.4,entropy_normalized,0.0,0.0,0.0,0.0,-0.0059,0.0013,0.1051,0.0965,0.063,-0.1661,-0.1426
ETHUSDT,50,09:58:07,2026.745,buy,2044.5,300,0.7415,0.4,entropy_normalized,0.0002,-0.0002,0.0254,0.0451,0.0451,0.1122,0.0866,0.1177,0.0402,-0.4562,-0.3446
ETHUSDT,51,09:58:13,2027.255,buy,24.5,300,0.7015,38.2,entropy_normalized,0.0959,0.0027,0.02,0.02,0.0619,0.0619,0.0486,0.0501,0.0106,-0.3436,-0.682
BTCUSDT,72,09:58:21,74536.645,buy,27.9,300,0.5294,16.4,entropy_normalized,0.0045,0.0,0.0,-0.0,0.0498,0.0358,0.0418,0.0414,-0.006,-0.2826,-0.402
BTCUSDT,73,09:59:07,74573.765,sell,1915.3,300,0.7152,0.0,entropy_normalized,0.0073,0.0141,0.0141,0.0141,0.014,0.0089,0.0057,-0.02,0.0614,0.2763,0.4182
BTCUSDT,74,10:04:08,74590.765,buy,1586.4,300,0.4583,0.0,entropy_normalized,0.0,-0.0091,-0.0157,-0.0118,-0.0308,-0.0359,-0.1064,-0.0841,-0.1866,-0.1146,-0.2887
BTCUSDT,75,10:06:38,74538.365,buy,2662.8,300,0.6577,14.4,entropy_normalized,0.0022,0.0,-0.0,-0.0,0.0076,0.0103,-0.0083,-0.0488,-0.1471,-0.1561,-0.2444
ETHUSDT,52,10:07:09,2027.865,sell,1284.0,300,0.6098,2.2,entropy_normalized,0.0165,0.0002,0.0328,0.0343,0.0116,0.0205,0.0121,0.0259,0.1857,0.2942,0.4278
BTCUSDT,76,10:07:38,74549.175,buy,2645.0,300,0.65,3.5,entropy_normalized,0.004,0.004,-0.013,-0.0027,-0.0027,-0.0228,-0.0396,-0.0686,-0.3011,-0.2833,-0.2683
BTCUSDT,77,10:08:43,74528.005,sell,62.8,300,0.4795,6.6,entropy_normalized,0.0,0.0,-0.0,-0.0,-0.0,0.0282,-0.0015,0.0939,0.1775,0.4133,0.2227
BTCUSDT,78,10:09:09,74528.005,sell,560.2,300,0.7351,0.0,entropy_normalized,0.0,0.0,-0.0,-0.0,0.0112,0.0282,0.0054,0.1025,0.215,0.3571,0.2341
ETHUSDT,53,10:09:39,2026.395,sell,2423.4,300,0.7478,0.0,entropy_normalized,-0.0002,-0.0002,-0.0225,-0.0225,-0.0225,-0.0303,-0.0067,0.0032,0.1814,0.4261,0.3541
