symbol,sig_id,time,entry_price,obi_dir,tps,window,entropy,signal_duration_s,exit_reason,mfe_intra,t1s,t5s,t10s,t30s,t60s,t120s,t300s,t600s,t1200s,t1800s
BTCUSDT,79,10:09:40,74491.955,sell,277.5,300,0.4583,1.3,entropy_normalized,-0.0,-0.0,-0.0202,-0.0202,-0.0202,-0.0499,-0.0052,0.0266,0.1504,0.2527,0.2282
BTCUSDT,80,10:10:39,74529.155,sell,3673.3,300,0.5389,5.4,entropy_normalized,0.0,0.0,0.0,0.0001,0.0069,0.0364,0.0418,0.1062,0.2756,0.3192,0.3548
ETHUSDT,54,10:11:39,2026.015,sell,1849.8,300,0.5574,0.2,entropy_normalized,0.0002,-0.0279,-0.0308,-0.0506,-0.0545,-0.0155,0.0496,0.0269,0.2342,0.2164,0.4746
BTCUSDT,81,10:11:39,74483.035,buy,2363.1,300,0.5574,0.1,entropy_normalized,0.0075,0.0172,0.0197,0.0338,0.0458,0.0201,-0.0309,-0.0729,-0.2178,-0.1158,-0.3239
BTCUSDT,82,10:12:11,74517.175,sell,25.1,300,0.5099,4.7,entropy_normalized,0.005,-0.0,0.007,0.0177,0.0257,0.0445,0.0604,0.2002,0.3296,0.2128,0.4283
ETHUSDT,55,10:13:09,2026.025,buy,434.6,300,0.6944,34.5,entropy_normalized,-0.0002,-0.0215,-0.0437,-0.0501,-0.0501,-0.0077,0.0318,-0.4208,-0.1592,-0.2421,-0.4025
BTCUSDT,83,10:13:40,74458.145,buy,1550.3,300,0.6343,7.3,entropy_normalized,-0.0,-0.0002,-0.0002,-0.0088,0.0188,0.0188,-0.0109,-0.1678,-0.0468,-0.1184,-0.2311
ETHUSDT,56,10:14:20,2026.335,buy,22.9,300,0.7219,1.5,entropy_normalized,-0.0002,-0.0002,0.0002,0.0002,0.0002,-0.0363,-0.0269,-0.1503,0.0002,-0.2988,-0.3546
BTCUSDT,84,10:14:39,74472.165,buy,1154.0,300,0.4999,10.3,entropy_normalized,0.0029,0.0,0.0029,0.0029,0.0118,-0.0297,-0.0584,-0.1239,0.0274,-0.1291,-0.2785
ETHUSDT,57,10:14:39,2026.335,sell,215.8,300,0.7084,7.7,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0002,-0.0165,0.0368,0.0427,0.1784,0.0155,0.2988,0.3546
BTCUSDT,85,10:15:10,74480.945,sell,775.4,300,0.5294,0.0,entropy_normalized,0.009,0.009,0.0254,0.0348,0.0415,0.0603,0.1445,0.1822,-0.0074,0.1735,0.303
ETHUSDT,58,10:15:41,2024.995,sell,227.4,300,0.7351,8.8,entropy_normalized,0.0002,0.0002,0.0002,-0.0462,-0.0398,0.02,0.1168,0.1356,0.0215,0.3163,0.2481
BTCUSDT,86,10:17:10,74373.335,buy,1609.9,300,0.6181,0.0,entropy_normalized,0.0,-0.0072,-0.0075,-0.0394,-0.0654,-0.2193,-0.0075,-0.1369,0.0236,-0.0325,-0.0547
BTCUSDT,87,10:17:40,74327.535,buy,421.9,300,0.6873,0.0,entropy_normalized,0.0016,0.0534,0.0218,-0.0357,-0.1578,0.0077,0.0705,-0.0189,0.0141,0.0291,0.0131
ETHUSDT,59,10:17:49,2020.475,buy,57.8,300,0.7219,1.6,entropy_normalized,0.0002,-0.0007,-0.1472,-0.1472,0.0294,0.0963,0.0403,0.1027,-0.0116,-0.0334,0.0176
BTCUSDT,88,10:18:21,74326.015,buy,53.2,300,0.4999,19.0,entropy_normalized,0.0177,0.0,0.0097,0.0097,0.0562,0.0816,-0.004,0.1256,-0.1198,0.054,-0.0027
ETHUSDT,60,10:18:42,2022.735,buy,282.9,300,0.6801,0.4,entropy_normalized,-0.0002,0.0156,-0.0141,-0.0131,-0.0284,-0.0017,-0.0314,0.1886,-0.3913,-0.1095,-0.0996
BTCUSDT,89,10:18:43,74388.845,buy,108.7,300,0.5842,1.2,entropy_normalized,-0.0,-0.0,-0.0284,-0.0284,-0.0119,-0.0253,-0.0657,0.1592,-0.227,-0.0361,-0.0832
ETHUSDT,61,10:19:19,2023.295,buy,47.9,300,0.7219,2.4,entropy_normalized,-0.0002,-0.0002,-0.0289,-0.0289,-0.0991,-0.1164,-0.1159,0.1505,-0.279,-0.2009,-0.1085
BTCUSDT,90,10:19:49,74338.005,buy,34.4,300,0.7415,1.4,entropy_normalized,0.0097,0.0,0.0097,0.0097,-0.0201,-0.0216,-0.035,0.1996,-0.0242,-0.0668,-0.0054
ETHUSDT,62,10:20:41,2020.645,sell,2788.8,300,0.6944,0.0,entropy_normalized,0.0002,-0.0794,-0.0601,-0.0438,-0.0428,-0.0309,-0.0314,-0.1938,0.1735,0.1393,-0.0725
ETHUSDT,63,10:21:41,2021.135,sell,1807.5,300,0.7285,0.0,entropy_normalized,0.0002,-0.0126,-0.0037,0.0571,0.069,-0.0072,-0.1665,-0.0903,-0.0245,0.2343,-0.0205
ETHUSDT,64,10:22:41,2022.555,buy,1682.8,300,0.7415,0.0,entropy_normalized,-0.0002,-0.0002,-0.0017,0.0002,0.0121,0.0962,0.1713,-0.1357,-0.0635,-0.3043,-0.111
BTCUSDT,91,10:22:50,74372.005,buy,36.2,300,0.5665,21.6,entropy_normalized,0.021,-0.0,0.0101,0.0101,0.0637,0.1861,0.1538,-0.0056,0.0135,-0.1721,-0.0592
ETHUSDT,65,10:23:11,2023.515,sell,2505.8,300,0.5929,0.0,entropy_normalized,0.021,-0.0027,-0.0388,-0.0487,-0.0556,-0.1831,-0.1025,0.1856,0.1184,0.279,0.1831
BTCUSDT,92,10:23:42,74496.025,sell,3345.0,300,0.6263,3.3,entropy_normalized,0.0,-0.0,-0.0193,0.005,-0.0268,0.0018,0.0378,0.3705,0.1692,0.2818,0.2417
BTCUSDT,93,10:24:20,74494.235,buy,44.2,300,0.7152,21.4,entropy_normalized,0.0,0.0,-0.0023,-0.0023,-0.0105,-0.0354,-0.097,-0.259,-0.1575,-0.3081,-0.2393
ETHUSDT,66,10:24:11,2027.815,buy,1770.2,300,0.6653,0.0,entropy_normalized,0.0002,-0.0402,-0.0663,-0.0722,-0.0885,-0.1097,-0.2271,-0.5718,-0.3913,-0.4027,-0.3948
BTCUSDT,94,10:25:12,74448.555,sell,3222.9,300,0.5482,0.0,entropy_normalized,0.0,-0.031,-0.0136,-0.0312,0.0064,0.0303,0.0775,0.2075,0.1301,0.2596,0.178
BTCUSDT,95,10:26:42,74400.895,buy,2095.9,300,0.7351,0.0,entropy_normalized,0.0,0.0,-0.009,-0.0135,-0.0135,-0.0845,-0.2431,-0.0055,-0.06,-0.0933,-0.1141
BTCUSDT,96,10:26:52,74390.855,buy,13.2,300,0.7084,20.2,entropy_normalized,0.0,0.0,0.0,0.0,-0.0657,-0.0522,-0.1734,-0.0433,-0.0561,-0.0783,-0.1006
ETHUSDT,67,10:27:13,2020.995,buy,1945.3,300,0.5294,0.0,entropy_normalized,-0.0002,-0.0473,-0.0576,-0.0591,-0.0374,-0.0611,-0.2363,-0.0359,-0.0888,0.0027,-0.0586
BTCUSDT,97,10:27:13,74367.745,sell,2624.1,300,0.5929,1.4,entropy_normalized,0.0412,0.0342,0.0411,0.04,0.0082,0.0212,0.1424,0.0123,0.025,0.0472,0.0696
BTCUSDT,98,10:27:17,74337.145,buy,78.3,300,0.4898,3.5,entropy_normalized,0.0135,-0.0,0.0092,0.0012,0.0413,-0.1603,-0.0325,0.011,-0.0049,-0.0061,-0.0284
SOLUSDT,2,10:28:14,81.955,buy,1390.8,300,0.6653,0.6,entropy_normalized,0.1159,0.0915,0.0671,0.0793,0.1769,0.1769,0.2989,0.3844,0.4942,0.4454,0.2867
BTCUSDT,99,10:29:14,74312.955,sell,1928.7,300,0.7152,2.3,entropy_normalized,0.0037,-0.0,0.0157,0.0124,-0.0068,0.0497,-0.0902,-0.063,-0.0547,-0.0431,-0.0041
BTCUSDT,100,10:30:45,74310.805,buy,177.8,300,0.6944,4.7,entropy_normalized,0.0144,0.0,0.0144,0.0144,0.0931,0.0643,0.0595,-0.0052,-0.062,0.0639,0.007
ETHUSDT,68,10:31:14,2019.185,sell,4282.2,300,0.5294,0.0,entropy_normalized,0.0077,-0.0983,-0.0929,-0.1216,-0.0438,-0.0864,-0.0958,0.0488,0.1008,-0.1459,-0.031
ETHUSDT,69,10:31:14,2020.775,buy,1649.5,300,0.5842,0.0,entropy_normalized,0.0309,0.0195,0.0141,0.0428,-0.0304,0.0037,0.0171,-0.1274,-0.1794,0.0671,-0.0478
ETHUSDT,70,10:31:14,2021.255,sell,2331.1,300,0.4898,0.0,entropy_normalized,0.0101,0.0042,0.0096,-0.019,0.0542,0.0215,0.0067,0.1511,0.2031,-0.0433,0.0715
BTCUSDT,101,10:32:21,74344.255,buy,45.2,300,0.5294,0.6,entropy_normalized,0.0087,0.0087,0.0193,0.0193,0.0508,0.0346,0.0439,-0.0107,-0.1801,0.0279,-0.038
BTCUSDT,102,10:33:15,74405.995,sell,1493.5,300,0.6727,0.0,entropy_normalized,0.0081,0.0514,0.0514,0.0484,0.0107,0.0376,0.1205,0.0726,0.2026,0.121,0.121
BTCUSDT,103,10:33:23,74370.005,buy,36.4,300,0.5929,20.9,entropy_normalized,0.0072,-0.0,-0.0,-0.0,0.009,0.0081,-0.0722,-0.0108,-0.1129,-0.0726,-0.0726
ETHUSDT,71,10:33:17,2020.325,buy,236.0,300,0.6577,27.5,entropy_normalized,0.0171,-0.0002,0.0002,0.0012,0.022,0.0082,-0.0809,0.0369,-0.1215,-0.0255,-0.0255
ETHUSDT,72,10:34:14,2019.165,sell,2367.8,300,0.5574,0.0,entropy_normalized,-0.0002,-0.0661,-0.0656,-0.0552,0.0161,0.023,-0.0285,-0.0537,-0.024,-0.0319,-0.0319
BTCUSDT,104,10:34:14,74362.355,buy,1594.9,300,0.5482,0.1,entropy_normalized,0.0042,0.0232,0.0263,0.0184,-0.0346,-0.0635,-0.0226,-0.0118,-0.1055,-0.0623,-0.0623
ETHUSDT,73,10:36:14,2019.745,sell,1473.7,300,0.6873,30.1,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0002,0.0002,0.027,-0.0032,0.1285,-0.1305,-0.0032,-0.0032
ETHUSDT,74,10:38:46,2020.225,sell,1702.1,300,0.7478,0.0,entropy_normalized,0.0002,0.0106,0.0087,-0.0007,-0.0012,0.0493,0.1186,0.028,-0.024,0.0205,0.0205
ETHUSDT,75,10:38:46,2020.015,buy,1596.9,300,0.7351,4.7,entropy_normalized,0.0002,-0.0002,0.0017,0.0111,0.0116,-0.0389,-0.1082,-0.0176,0.0344,-0.0101,-0.0101
BTCUSDT,105,10:39:47,74304.005,buy,652.7,300,0.5754,30.2,entropy_normalized,0.0,-0.0211,-0.0296,-0.0296,-0.0296,-0.0529,-0.0838,-0.0528,0.0404,0.0161,0.0161
ETHUSDT,76,10:39:47,2018.825,sell,1168.0,300,0.5099,0.0,entropy_normalized,0.0002,0.0171,0.0334,0.0334,0.0339,0.0493,0.1201,-0.0166,-0.0934,-0.0488,-0.0488
ETHUSDT,77,10:40:47,2017.145,sell,1330.5,300,0.7152,0.0,entropy_normalized,-0.0002,-0.0037,-0.0032,-0.0002,-0.0002,0.0369,0.0369,-0.14,-0.2456,-0.1321,-0.1321
SOLUSDT,3,10:40:47,82.245,buy,139.6,300,0.4999,5.5,entropy_normalized,0.0182,-0.0061,-0.0061,-0.0182,-0.0061,-0.0426,-0.0547,0.0912,0.152,-0.0669,-0.0669
SOLUSDT,4,10:41:18,82.255,buy,732.0,300,0.6653,0.7,entropy_normalized,0.0061,-0.0182,-0.0547,-0.0669,-0.1155,-0.1033,0.0182,0.2128,0.1277,-0.079,-0.079
SOLUSDT,5,10:41:19,82.245,buy,31.5,300,0.7478,1.1,entropy_normalized,-0.0061,-0.0061,-0.0547,-0.0547,-0.1033,-0.0669,0.0912,0.2249,0.1398,-0.0669,-0.0669
BTCUSDT,106,10:41:48,74205.005,sell,2235.0,300,0.469,0.0,entropy_normalized,0.0148,0.0039,0.0039,0.0094,0.0094,0.0012,-0.1092,-0.1705,-0.1816,-0.1496,-0.1496
BTCUSDT,107,10:42:48,74242.805,buy,2065.2,300,0.6181,0.0,entropy_normalized,0.0016,0.0016,0.0168,0.0168,0.0168,0.0583,0.0295,0.1273,0.1148,0.0986,0.0986
ETHUSDT,78,10:42:49,2017.745,buy,1491.3,300,0.6263,30.1,entropy_normalized,0.027,-0.0002,0.0062,0.0062,0.0062,0.0949,0.0701,0.1524,0.1271,0.1023,0.1023
BTCUSDT,108,10:43:19,74255.265,buy,1035.0,300,0.6098,30.3,entropy_normalized,0.0441,0.036,0.0415,0.0415,0.0415,0.0385,-0.0,0.0926,0.0818,0.0818,0.0818
BTCUSDT,109,10:44:49,74255.265,buy,197.5,300,0.5842,0.0,entropy_normalized,0.0127,0.0,0.0,0.0,-0.0,0.0369,0.1027,0.106,0.0818,0.0818,0.0818
BTCUSDT,110,10:45:50,74296.895,buy,1795.9,300,0.4583,0.0,entropy_normalized,0.0064,0.0473,0.0661,0.0661,0.0661,0.0466,0.0544,0.0826,0.0257,0.0257,0.0257
ETHUSDT,79,10:45:50,2020.995,buy,1374.4,300,0.5482,0.0,entropy_normalized,0.0309,0.0685,0.0685,0.0685,0.0685,0.0052,-0.0087,0.0547,-0.0586,-0.0586,-0.0586
ETHUSDT,80,10:46:50,2021.115,buy,1684.0,300,0.6098,0.1,entropy_normalized,-0.0002,-0.0037,-0.0037,-0.0037,-0.0032,-0.0146,-0.02,0.0215,-0.0646,-0.0646,-0.0646
ETHUSDT,81,10:46:51,2021.045,sell,850.8,300,0.4583,30.1,entropy_normalized,0.0002,0.0002,0.0002,0.0002,-0.0002,0.0111,0.0166,-0.025,0.0611,0.0611,0.0611
BTCUSDT,111,10:46:50,74320.365,sell,1798.0,300,0.469,0.1,entropy_normalized,0.0,-0.0127,-0.0165,-0.0165,-0.0165,-0.0228,-0.0089,-0.0261,0.0059,0.0059,0.0059
BTCUSDT,112,10:47:21,74341.895,sell,1228.8,300,0.6098,30.0,entropy_normalized,0.0062,0.0,0.0062,0.0062,0.0062,0.0241,-0.0042,-0.0311,0.0348,0.0348,0.0348
ETHUSDT,82,10:50:23,2022.355,buy,1460.9,300,0.6014,0.1,entropy_normalized,0.0002,-0.0121,-0.0121,-0.0121,-0.0126,-0.0111,-0.0156,-0.1258,-0.1258,-0.1258,-0.1258
BTCUSDT,113,10:52:24,74364.975,sell,3565.6,300,0.6343,0.0,entropy_normalized,0.0029,0.0497,0.0497,0.0497,0.0497,0.0659,0.0659,0.0659,0.0659,0.0659,0.0659
BTCUSDT,114,10:52:24,74323.235,buy,2302.6,300,0.5574,0.1,entropy_normalized,0.0,0.0064,0.0064,0.0064,0.0064,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097
BTCUSDT,115,10:52:54,74295.995,buy,2528.5,300,0.6014,0.0,entropy_normalized,0.0045,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269
ETHUSDT,83,10:52:54,2019.185,buy,2633.9,300,0.7351,0.0,entropy_normalized,0.0002,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.0324
