symbol,sig_id,time,entry_price,obi_dir,tps,window,entropy,signal_duration_s,exit_reason,mfe_intra,t1s,t5s,t10s,t30s,t60s,t120s,t300s,t600s,t1200s,t1800s
BTCUSDT,69,09:39:33,74559.335,sell,3236.3,300,0.6343,0.0,entropy_normalized,0.0125,0.0241,0.0211,0.0211,0.0426,0.034,0.0396,-0.0065,0.0393,-0.0053,0.042
BTCUSDT,70,09:39:44,74531.175,sell,11.6,300,0.7219,2.6,entropy_normalized,-0.0,-0.0,-0.0,-0.0,-0.0038,-0.0119,0.0125,-0.0572,0.0015,-0.0515,0.0325
BTCUSDT,71,09:42:13,74546.005,buy,10.9,300,0.7152,58.1,entropy_normalized,0.02,-0.0,-0.0,-0.0,0.01,0.0047,0.0157,0.018,-0.0903,0.0307,-0.0387
BTCUSDT,72,09:44:33,74568.535,buy,3038.9,300,0.6343,13.3,entropy_normalized,0.007,0.0048,0.007,0.007,0.007,-0.016,-0.0122,-0.0516,-0.0763,0.018,-0.1292
ETHUSDT,54,09:44:34,2027.805,buy,1014.0,300,0.6944,8.8,entropy_normalized,0.0057,0.0002,0.0057,0.0052,-0.0215,-0.0259,-0.0007,-0.0535,-0.0589,0.0456,-0.0727
BTCUSDT,73,09:45:03,74573.765,sell,1076.0,300,0.6727,0.0,entropy_normalized,0.005,0.005,0.005,0.017,0.023,0.026,0.0035,0.0721,0.0433,0.0131,0.1334
ETHUSDT,55,09:45:03,2027.835,sell,444.5,300,0.5574,0.0,entropy_normalized,0.0126,0.0234,0.0131,0.0155,0.0195,0.0205,-0.0101,0.0431,0.0145,-0.0017,0.0737
BTCUSDT,74,09:47:34,74534.075,sell,1717.1,300,0.7478,6.5,entropy_normalized,0.0,-0.0,-0.0,-0.0106,-0.0147,-0.022,0.0054,0.0743,0.0496,-0.0169,0.2797
BTCUSDT,75,09:48:34,74550.485,buy,162.2,300,0.7478,3.7,entropy_normalized,0.0,0.0,-0.0167,-0.0264,-0.0264,-0.0274,-0.0406,-0.0931,-0.0186,-0.0245,-0.3011
BTCUSDT,76,09:51:10,74492.045,sell,69.1,300,0.5099,2.1,entropy_normalized,0.0,0.0,0.0,0.0027,0.0211,0.018,0.009,-0.0017,-0.104,-0.0429,0.2256
BTCUSDT,77,09:51:35,74476.355,buy,2737.5,300,0.5929,30.1,entropy_normalized,0.0,0.0,0.0,-0.0225,-0.0225,0.0031,0.0063,0.0103,0.1132,0.0498,-0.2207
ETHUSDT,56,09:51:50,2024.765,buy,11.8,300,0.5197,15.9,entropy_normalized,0.0002,-0.0002,-0.0002,0.0002,0.0447,0.0338,0.0694,0.0536,0.1879,0.1124,-0.1761
ETHUSDT,57,09:54:06,2026.855,buy,1349.1,300,0.6653,2.6,entropy_normalized,0.0081,0.0076,-0.0007,-0.0002,0.0072,0.0338,0.0091,0.1152,0.1078,-0.0955,-0.0062
ETHUSDT,58,09:55:06,2025.315,sell,1363.2,300,0.5294,9.0,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0279,-0.0373,-0.0852,-0.0264,-0.1578,-0.1262,-0.0506,-0.0136
BTCUSDT,78,09:56:07,74536.155,sell,4888.5,300,0.4795,0.0,entropy_normalized,0.019,0.0404,0.0575,0.0626,0.07,0.0777,0.0583,-0.0447,0.0206,0.1266,0.1378
BTCUSDT,79,09:56:07,74506.005,sell,415.1,300,0.4583,0.8,entropy_normalized,0.0,0.0088,0.017,0.0227,0.0372,0.012,-0.0072,-0.0852,-0.0199,0.0862,0.0973
ETHUSDT,59,09:56:37,2025.395,buy,1170.5,300,0.7285,0.0,entropy_normalized,0.0101,0.0225,0.0225,0.0225,0.0225,0.0462,0.1118,0.1316,0.0615,0.0151,-0.1202
ETHUSDT,60,09:56:37,2025.595,sell,1281.7,300,0.6873,0.0,entropy_normalized,-0.0002,-0.0126,-0.0126,-0.0126,-0.0185,-0.0363,-0.1019,-0.1217,-0.0516,-0.0052,0.1301
BTCUSDT,80,09:57:07,74497.095,buy,2318.4,300,0.5842,4.5,entropy_normalized,0.0,0.0,0.0,0.0,-0.0022,-0.0059,0.1029,0.0965,0.0563,-0.1661,-0.1426
BTCUSDT,81,09:57:37,74492.695,sell,5304.1,300,0.7351,0.0,entropy_normalized,0.0,-0.0,-0.0,-0.0,-0.0,-0.059,-0.0948,-0.1024,-0.0725,0.2243,0.1996
ETHUSDT,61,09:58:07,2026.745,buy,1799.4,300,0.7415,0.4,entropy_normalized,0.0002,-0.0002,0.0254,0.0451,0.0451,0.0871,0.0871,0.1177,0.0392,-0.3229,-0.3367
ETHUSDT,62,09:58:13,2027.255,buy,27.4,300,0.7015,53.7,entropy_normalized,0.0959,0.0027,0.0195,0.02,0.058,0.0619,0.0486,0.0501,0.0106,-0.3436,-0.3618
BTCUSDT,82,09:58:37,74536.645,buy,390.6,300,0.5294,0.0,entropy_normalized,0.0045,0.0207,0.0342,0.0425,0.0357,0.0358,0.034,0.0414,-0.006,-0.2826,-0.402
BTCUSDT,83,09:59:07,74573.765,sell,1548.7,300,0.7152,0.0,entropy_normalized,0.0073,0.0141,0.0141,0.0141,0.014,0.0092,0.0057,-0.02,0.0614,0.2763,0.4225
BTCUSDT,84,10:00:08,74583.685,buy,2449.1,300,0.65,0.0,entropy_normalized,0.0081,-0.0133,-0.0273,-0.0213,-0.0315,-0.019,-0.0227,-0.0264,-0.1029,-0.3198,-0.3805
BTCUSDT,85,10:04:08,74590.765,buy,1659.5,300,0.4583,0.0,entropy_normalized,0.0,-0.0091,-0.0157,-0.0118,-0.0118,-0.0359,-0.0938,-0.0841,-0.1866,-0.1077,-0.2869
BTCUSDT,86,10:06:38,74538.365,buy,2459.8,300,0.6577,30.3,entropy_normalized,0.0022,0.0,-0.0,-0.0,0.0009,0.0112,-0.0083,-0.0334,-0.1291,-0.1561,-0.2483
ETHUSDT,63,10:07:09,2027.865,sell,606.3,300,0.6098,2.2,entropy_normalized,0.0165,0.0002,0.0328,0.0392,0.0367,0.0205,0.0111,0.0318,0.1852,0.2937,0.4273
BTCUSDT,87,10:07:39,74549.175,buy,1616.8,300,0.6577,3.2,entropy_normalized,0.004,0.004,-0.013,-0.0027,-0.0129,-0.0258,-0.0284,-0.0606,-0.2999,-0.2752,-0.2855
BTCUSDT,88,10:08:43,74528.005,sell,64.2,300,0.4795,6.8,entropy_normalized,0.0,0.0,-0.0,-0.0,-0.0,0.0282,-0.0015,0.0939,0.1877,0.3905,0.2151
BTCUSDT,89,10:09:09,74528.005,sell,559.8,300,0.7285,0.0,entropy_normalized,0.0,0.0,-0.0,-0.0,-0.0,0.0282,0.0054,0.1025,0.215,0.3613,0.2415
ETHUSDT,64,10:09:39,2026.395,sell,2170.9,300,0.7478,0.0,entropy_normalized,-0.0002,-0.0002,-0.0225,-0.0225,-0.022,-0.0279,-0.0072,0.0032,0.1537,0.4286,0.3541
BTCUSDT,90,10:09:40,74491.955,sell,336.4,300,0.4583,1.3,entropy_normalized,-0.0,-0.0,-0.0202,-0.0202,-0.0201,-0.0499,-0.0052,0.0266,0.1413,0.2527,0.2282
BTCUSDT,91,10:10:39,74529.155,sell,3719.3,300,0.5389,5.3,entropy_normalized,0.0,0.0,0.0,0.0069,0.0069,0.0211,0.0338,0.0995,0.2765,0.3423,0.3548
BTCUSDT,92,10:11:39,74483.035,buy,3498.7,300,0.5574,0.0,entropy_normalized,0.0075,0.0172,0.0197,0.0338,0.0458,0.0201,-0.0334,-0.0549,-0.2296,-0.1285,-0.3239
ETHUSDT,65,10:11:39,2026.015,sell,1496.1,300,0.5574,0.0,entropy_normalized,0.0002,-0.0279,-0.0308,-0.0506,-0.0545,-0.0155,0.0629,0.0155,0.2495,0.2273,0.4652
BTCUSDT,93,10:12:09,74517.175,buy,1044.5,300,0.4795,6.3,entropy_normalized,0.0,0.0,0.0,-0.0177,-0.0177,-0.0319,-0.088,-0.193,-0.3296,-0.2128,-0.4228
ETHUSDT,66,10:12:49,2026.005,buy,12.2,300,0.7152,55.0,entropy_normalized,0.0012,-0.0002,-0.0002,-0.0002,-0.0486,-0.0536,0.0165,-0.2727,-0.172,-0.2451,-0.4538
BTCUSDT,94,10:13:40,74458.145,buy,1536.2,300,0.6343,7.5,entropy_normalized,-0.0,-0.0002,-0.0002,-0.0088,-0.0088,0.0188,-0.0042,-0.1774,-0.0521,-0.1184,-0.2366
ETHUSDT,67,10:14:20,2026.335,buy,23.7,300,0.7219,22.3,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0002,0.0002,-0.0363,-0.0269,-0.1503,0.0002,-0.2988,-0.3546
BTCUSDT,95,10:14:40,74472.165,buy,1312.5,300,0.4999,10.1,entropy_normalized,0.0029,0.0,0.0029,0.0029,0.0118,-0.023,-0.0404,-0.1148,0.0296,-0.1291,-0.2785
BTCUSDT,96,10:15:10,74474.295,buy,4290.8,300,0.5099,0.1,entropy_normalized,0.0089,-0.0001,-0.0165,-0.0259,-0.0259,-0.0436,-0.1356,-0.1733,0.0163,-0.1646,-0.2941
ETHUSDT,68,10:15:41,2024.995,sell,177.3,300,0.7351,9.0,entropy_normalized,0.0002,0.0002,-0.0002,-0.0462,-0.0398,0.02,0.1168,0.1553,0.0185,0.3222,0.2481
BTCUSDT,97,10:17:10,74373.335,sell,791.7,300,0.5482,0.0,entropy_normalized,0.0,0.0072,0.0075,0.0421,0.0654,0.1053,0.0075,0.1368,-0.0236,0.0325,0.0421
ETHUSDT,69,10:17:49,2020.475,buy,57.7,300,0.7219,21.4,entropy_normalized,0.0002,-0.0002,-0.0126,-0.0126,0.0294,0.0963,0.0398,0.1027,-0.0116,-0.0329,0.1438
BTCUSDT,98,10:17:40,74327.535,buy,1739.1,300,0.6873,0.0,entropy_normalized,0.0016,0.0534,0.0218,-0.0357,-0.0438,-0.002,0.0796,-0.0189,0.0222,0.0118,0.067
BTCUSDT,99,10:18:40,74326.015,buy,30.3,300,0.4999,0.1,entropy_normalized,0.0177,0.0835,0.0753,0.0562,0.0562,0.0816,-0.004,0.1256,-0.1198,0.0561,0.0691
BTCUSDT,100,10:18:43,74388.845,buy,111.7,300,0.5842,1.2,entropy_normalized,-0.0,-0.0,-0.0284,-0.0284,-0.0119,-0.0253,-0.0657,0.1592,-0.2042,-0.0284,-0.0154
ETHUSDT,70,10:18:13,2020.295,sell,238.3,300,0.4999,1.9,entropy_normalized,0.0166,0.0027,-0.0156,-0.0473,-0.1364,-0.1181,-0.0547,-0.1631,0.0186,0.024,-0.1527
ETHUSDT,71,10:18:40,2021.405,buy,745.9,300,0.7415,0.0,entropy_normalized,-0.0002,0.066,0.0646,0.0502,0.0502,0.0928,-0.023,0.1531,-0.2995,-0.0398,0.0977
ETHUSDT,72,10:18:41,2022.735,buy,305.5,300,0.6801,0.6,entropy_normalized,-0.0002,-0.0106,-0.0141,-0.0156,-0.0284,-0.0017,-0.024,0.0873,-0.3651,-0.1056,0.0319
ETHUSDT,73,10:18:43,2023.055,buy,122.8,300,0.6263,0.4,entropy_normalized,-0.0002,-0.0067,-0.0309,-0.0314,-0.0185,-0.022,-0.0467,0.1856,-0.3809,-0.1214,0.0161
ETHUSDT,74,10:19:17,2023.295,sell,46.9,300,0.7219,23.4,entropy_normalized,0.021,0.0002,0.0007,0.0007,0.0833,0.1307,0.1154,-0.1564,0.2795,0.1811,-0.0042
BTCUSDT,101,10:19:49,74338.005,buy,35.8,300,0.7415,1.6,entropy_normalized,0.0097,0.0,0.0097,0.0097,-0.0201,-0.0216,-0.035,0.1996,-0.0242,-0.0668,-0.0009
BTCUSDT,102,10:22:50,74372.005,buy,37.4,300,0.5665,22.2,entropy_normalized,0.021,-0.0,-0.0,-0.0,0.0637,0.1861,0.1538,-0.0056,0.0135,-0.1721,-0.0467
ETHUSDT,75,10:20:41,2020.645,sell,1754.8,300,0.6944,0.0,entropy_normalized,0.0002,-0.072,-0.0448,-0.0438,-0.0428,-0.0156,-0.0408,-0.1967,0.2131,0.1393,-0.1354
ETHUSDT,76,10:20:41,2022.255,sell,1149.8,300,0.7351,2.1,entropy_normalized,0.0176,0.0077,0.0349,0.0359,0.0626,0.0433,0.0408,-0.1169,0.2925,0.2188,-0.0556
ETHUSDT,77,10:21:41,2021.135,sell,1972.2,300,0.7351,0.0,entropy_normalized,0.0002,-0.0126,-0.0032,0.0562,0.0567,-0.0166,-0.1665,-0.0903,-0.0136,0.2249,-0.1111
ETHUSDT,78,10:22:42,2022.555,buy,1819.2,300,0.7415,0.0,entropy_normalized,-0.0002,-0.0121,-0.0017,0.0002,-0.0002,0.0962,0.1876,-0.115,-0.0744,-0.3256,0.0408
ETHUSDT,79,10:23:12,2023.515,sell,2750.9,300,0.5929,0.0,entropy_normalized,0.021,-0.0037,-0.0388,-0.0492,-0.15,-0.1722,-0.1025,0.1777,0.1105,0.279,0.0067
BTCUSDT,103,10:23:42,74496.025,buy,3973.1,300,0.5842,3.2,entropy_normalized,0.0193,0.015,0.0193,0.0193,0.0268,0.0073,-0.0378,-0.3477,-0.1692,-0.2873,-0.2131
BTCUSDT,104,10:24:20,74494.235,buy,45.6,300,0.7152,21.9,entropy_normalized,0.0,0.0,0.0,0.0,-0.0105,-0.0354,-0.097,-0.259,-0.1575,-0.29,-0.2107
BTCUSDT,105,10:25:12,74448.555,sell,2700.5,300,0.5482,0.0,entropy_normalized,0.0,-0.031,-0.0136,-0.026,-0.0,0.017,0.0775,0.1997,0.1301,0.2596,0.1495
ETHUSDT,80,10:24:12,2027.815,sell,2403.3,300,0.6653,0.0,entropy_normalized,0.0471,0.0402,0.0668,0.0727,0.0722,0.1097,0.2266,0.5728,0.375,0.4027,0.2187
BTCUSDT,106,10:26:43,74400.895,buy,2149.3,300,0.7351,0.0,entropy_normalized,0.0,-0.0,-0.0093,-0.0135,-0.0135,-0.0765,-0.2203,-0.0182,-0.0639,-0.0793,-0.0855
BTCUSDT,107,10:27:13,74390.855,buy,5482.8,300,0.6873,0.0,entropy_normalized,0.0,-0.0722,-0.0722,-0.063,-0.063,-0.0495,-0.1776,-0.0433,-0.0561,-0.0657,-0.072
BTCUSDT,108,10:27:13,74367.745,sell,2811.9,300,0.5929,0.8,entropy_normalized,0.0412,0.0411,0.0412,0.0319,0.0319,0.0185,0.1466,0.0123,0.025,0.0346,0.041
BTCUSDT,109,10:27:16,74337.145,buy,99.7,300,0.469,3.7,entropy_normalized,0.0135,-0.0,0.0092,0.0092,0.0413,-0.1603,-0.0325,0.011,-0.006,0.0065,0.0002
BTCUSDT,110,10:27:49,74367.815,buy,70.3,300,0.7219,2.3,entropy_normalized,0.0,-0.0,-0.0186,-0.0186,-0.2065,-0.1467,-0.0643,0.0151,-0.0266,0.0128,-0.041
ETHUSDT,81,10:27:13,2020.995,buy,2396.8,300,0.5389,0.0,entropy_normalized,0.0002,-0.0492,-0.0572,-0.0379,-0.0379,-0.0532,-0.2373,-0.0359,-0.0893,0.068,0.118
SOLUSDT,2,10:28:14,81.955,buy,2264.7,300,0.6653,0.1,entropy_normalized,0.1159,0.0793,0.0915,0.1037,0.1891,0.2257,0.3111,0.3966,0.4942,0.6406,0.4454
BTCUSDT,111,10:28:44,74258.095,sell,3348.4,300,0.5754,0.0,entropy_normalized,-0.0,0.0015,-0.0008,-0.0008,-0.0008,-0.0615,-0.0215,-0.1507,-0.1476,-0.1067,-0.1066
BTCUSDT,112,10:29:15,74312.955,sell,2125.0,300,0.7152,2.1,entropy_normalized,0.0037,-0.0,0.0157,0.0124,0.0124,0.0176,-0.0472,-0.0858,-0.0472,-0.0328,-0.0327
BTCUSDT,113,10:30:45,74310.805,buy,602.3,300,0.6944,4.9,entropy_normalized,0.0144,0.0,0.0144,0.0144,0.0931,0.0802,0.0595,0.0225,-0.062,0.0356,0.0356
BTCUSDT,114,10:32:15,74377.085,buy,1236.2,300,0.7152,0.1,entropy_normalized,0.0,-0.0427,-0.0441,-0.0391,0.0141,0.0066,-0.0005,-0.0376,-0.2353,-0.0535,-0.0535
BTCUSDT,115,10:32:20,74344.255,buy,66.8,300,0.5197,24.7,entropy_normalized,0.0087,0.0,0.005,0.005,0.0508,0.0316,0.0439,-0.0107,-0.1691,-0.0094,-0.0094
BTCUSDT,116,10:33:16,74405.995,sell,1972.4,300,0.6727,0.0,entropy_normalized,0.0081,0.0514,0.0484,0.0484,0.0107,0.0355,0.1205,0.0779,0.2026,0.0923,0.0923
BTCUSDT,117,10:33:45,74370.005,buy,494.0,300,0.5929,0.0,entropy_normalized,0.0072,0.0377,0.0134,0.009,0.009,0.0081,-0.0702,-0.0031,-0.1183,-0.044,-0.044
BTCUSDT,118,10:34:16,74362.355,buy,2132.5,300,0.5574,0.1,entropy_normalized,0.0042,0.0263,0.0196,0.0183,-0.02,-0.0619,-0.013,-0.0193,-0.1055,-0.0337,-0.0337
BTCUSDT,119,10:35:20,74316.325,buy,71.9,300,0.4999,25.3,entropy_normalized,0.0076,0.0,0.0,0.0,-0.0127,0.0498,0.0269,-0.0694,-0.0822,0.0282,0.0282
ETHUSDT,82,10:31:15,2019.185,sell,3854.7,300,0.5294,0.0,entropy_normalized,0.0077,-0.0983,-0.0924,-0.1097,-0.1102,-0.0537,-0.1038,0.0493,0.0978,-0.2078,-0.0671
ETHUSDT,83,10:31:15,2020.775,buy,2245.9,300,0.5842,0.0,entropy_normalized,0.0309,0.0195,0.0136,0.0309,0.0314,0.0527,0.025,-0.1279,-0.1764,0.1289,-0.0116
ETHUSDT,84,10:31:15,2021.255,sell,2692.8,300,0.4898,0.0,entropy_normalized,0.0101,0.0042,0.0101,-0.0072,-0.0077,-0.0566,-0.0012,0.1516,0.2001,-0.1051,0.0354
ETHUSDT,85,10:33:16,2022.345,buy,2320.1,300,0.4999,0.0,entropy_normalized,-0.0002,-0.1001,-0.0996,-0.0996,-0.0779,-0.0912,-0.1807,-0.1253,-0.2213,0.0512,-0.0897
ETHUSDT,86,10:33:16,2020.325,buy,2394.6,300,0.6577,28.7,entropy_normalized,0.0171,-0.0002,0.0002,0.0002,0.022,0.0082,-0.0809,-0.0255,-0.1215,0.1512,0.0101
ETHUSDT,87,10:34:16,2019.165,sell,3098.5,300,0.5482,0.0,entropy_normalized,-0.0002,-0.0656,-0.0557,-0.0557,-0.0032,0.0235,-0.0285,-0.0532,-0.024,-0.2087,-0.0676
ETHUSDT,88,10:36:15,2019.745,sell,1842.5,300,0.6873,29.8,entropy_normalized,0.0002,-0.0002,-0.0002,-0.0002,0.027,0.0275,-0.0032,0.1255,-0.1305,-0.0394,-0.0389
ETHUSDT,89,10:36:45,2019.745,buy,882.7,300,0.469,0.0,entropy_normalized,-0.0002,-0.027,-0.027,-0.027,-0.0275,-0.0319,0.0423,-0.1562,0.13,0.0394,0.0389
SOLUSDT,3,10:40:48,82.235,buy,196.8,300,0.4795,30.8,entropy_normalized,0.0304,0.0061,-0.0061,-0.0061,0.0061,-0.0304,-0.0669,0.1034,0.2979,0.1034,0.0912
SOLUSDT,4,10:41:19,82.245,buy,83.3,300,0.7478,1.1,entropy_normalized,-0.0061,-0.0061,-0.0304,-0.0304,-0.1033,-0.1033,0.0061,0.2128,0.2857,0.0912,0.079
BTCUSDT,120,10:39:47,74303.485,buy,2637.3,300,0.469,30.7,entropy_normalized,0.0007,-0.0204,-0.0204,-0.0204,-0.0204,-0.0521,-0.083,-0.0521,0.0455,0.0455,0.0455
BTCUSDT,121,10:41:48,74205.005,sell,2384.4,300,0.469,0.0,entropy_normalized,0.0148,0.0039,0.0039,0.0039,0.0039,0.0012,-0.1038,-0.1845,-0.1783,-0.1783,-0.1782
BTCUSDT,122,10:42:49,74242.805,buy,1164.7,300,0.6263,0.0,entropy_normalized,0.0016,0.0016,0.0168,0.0168,0.0168,0.0528,0.0295,0.1812,0.1273,0.1273,0.1272
BTCUSDT,123,10:43:19,74255.265,buy,939.4,300,0.6098,30.4,entropy_normalized,0.0441,0.036,0.036,0.036,0.036,0.0385,-0.0,0.1644,0.1105,0.1105,0.1104
BTCUSDT,124,10:44:50,74255.265,sell,365.4,300,0.5842,0.0,entropy_normalized,0.0,-0.0,-0.0,-0.0,0.0,-0.0369,-0.1167,-0.1105,-0.1105,-0.1105,-0.1104
BTCUSDT,125,10:45:51,74296.895,buy,2150.0,300,0.4583,0.0,entropy_normalized,0.0064,0.0606,0.0606,0.0606,0.0606,0.0606,0.1083,0.0544,0.0544,0.0544,0.0538
ETHUSDT,90,10:38:46,2020.225,sell,1434.2,300,0.7478,0.0,entropy_normalized,-0.0002,0.0106,-0.0007,-0.0007,-0.0007,0.0497,0.1186,0.0379,-0.1562,-0.0156,-0.0151
ETHUSDT,91,10:38:46,2020.225,sell,1410.7,300,0.7478,0.0,entropy_normalized,0.0002,0.0106,-0.0007,-0.0007,-0.0007,0.0497,0.1186,0.0379,-0.1562,-0.0156,-0.0151
ETHUSDT,92,10:38:46,2020.015,buy,1438.0,300,0.7351,3.8,entropy_normalized,0.0002,-0.0002,0.0111,0.0111,0.0111,-0.0394,-0.1082,-0.0275,0.1666,0.026,0.0255
ETHUSDT,93,10:39:47,2018.825,sell,1482.3,300,0.5099,0.0,entropy_normalized,0.0002,0.0171,0.0171,0.0171,0.0171,0.0493,0.1107,-0.0161,-0.2256,-0.085,-0.0845
ETHUSDT,94,10:40:18,2018.145,buy,2114.6,300,0.5099,0.0,entropy_normalized,0.0166,-0.0181,-0.0156,-0.0156,-0.0453,-0.0463,-0.1301,0.0483,0.2594,0.1187,0.1177
ETHUSDT,95,10:40:48,2017.145,sell,1355.2,300,0.7152,0.0,entropy_normalized,-0.0002,-0.0037,-0.0027,-0.0027,-0.0032,0.0275,0.0583,-0.14,-0.3091,-0.1683,-0.1673
ETHUSDT,96,10:42:19,2014.575,sell,2393.7,300,0.7478,0.0,entropy_normalized,0.0002,-0.0901,-0.0687,-0.0687,-0.1571,-0.1636,-0.2519,-0.3869,-0.4371,-0.2956,-0.2946
ETHUSDT,97,10:42:49,2017.745,buy,1088.5,300,0.6263,30.1,entropy_normalized,0.027,0.0002,0.0057,0.0057,0.0062,0.085,0.0696,0.2793,0.2793,0.138,0.137
ETHUSDT,98,10:45:51,2020.995,buy,1649.1,300,0.5482,0.1,entropy_normalized,0.0309,0.0685,0.0685,0.0685,0.0685,0.068,0.118,0.118,-0.0225,-0.023,-0.026
